Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
1989,1186,U,B,9979,43548,52056,49792,49433,43017,56057,60097,58067,38927,29148,41450,35226,31091,17965,11402,10081,5032,2089
1989,1186,U,M,5066,22014,26410,25250,25647,22060,29011,30545,28953,19227,13911,18988,15099,12008,4910,2772,2143,860,248
1989,1186,U,F,4913,21534,25646,24542,23786,20957,27047,29553,29114,19700,15237,22463,20128,19083,13055,8630,7939,4172,1841
1989,1186,R,B,2236,10392,12075,10939,7240,8648,12121,13254,11089,6340,5941,10696,11529,10055,5373,3334,3092,1479,638
1989,1186,R,M,1142,5281,6031,5551,4014,4629,6657,7349,6066,3386,2909,4961,5332,4039,1579,774,631,228,90
1989,1186,R,F,1095,5111,6044,5388,3226,4019,5465,5905,5023,2954,3033,5736,6197,6016,3794,2560,2461,1251,549
1989,1187,T,B,19722,94752,114332,102516,86398,88482,128839,135165,118587,75029,61652,75702,50047,42325,22576,13428,11650,5803,2690
1989,1187,T,M,10046,48488,58088,51702,45991,48799,71370,73555,63279,38798,30709,37522,22632,15981,6512,3433,2342,855,305
1989,1187,T,F,9676,46264,56244,50814,40407,39683,57470,61611,55309,36231,30944,38181,27415,26345,16064,9995,9308,4948,2385
1989,1187,U,B,14530,69154,85488,77803,69697,66861,97198,103360,94009,61682,49618,57535,33528,28051,15085,8740,7201,3473,1564
1989,1187,U,M,7410,35458,43477,39193,36404,36504,52836,54917,49039,31287,24222,28172,14954,10536,4481,2408,1587,554,193
1989,1187,U,F,7121,33696,42011,38611,33293,30357,44363,48443,44970,30395,25396,29363,18574,17515,10604,6332,5614,2919,1371
1989,1187,R,B,5192,25598,28844,24713,16701,21621,31641,31805,24579,13347,12034,18168,16519,14275,7491,4688,4449,2330,1126
1989,1187,R,M,2637,13030,14611,12510,9587,12295,18534,18638,14240,7511,6487,9350,7678,5445,2031,1025,756,302,112
1989,1187,R,F,2555,12569,14233,12204,7114,9326,13107,13168,10339,5836,5548,8818,8842,8830,5460,3664,3694,2029,1014
1989,1111,T,B,25162,110995,135202,124230,105214,105445,139531,150310,139274,90035,74533,93492,79557,76472,44019,29958,28372,14307,6387
1989,1111,T,M,12819,56443,68288,63098,55602,57653,76455,80447,73261,46512,37441,44743,35876,30021,11527,6766,5752,2335,820
1989,1111,T,F,12344,54552,66915,61132,49613,47792,63077,69863,66013,43523,37093,48750,43681,46451,32492,23192,22621,11972,5567
1989,1111,U,B,17874,78634,97548,92072,84607,79949,103536,111703,106939,71428,57851,69200,53975,50744,28326,19760,18384,9056,3947
1989,1111,U,M,9142,39907,49465,46810,44016,43785,55913,58248,54693,35893,28548,32394,23873,19683,7172,4493,3813,1484,519
1989,1111,U,F,8732,38727,48083,45263,40592,36164,47624,53456,52246,35535,29303,36806,30102,31062,21154,15267,14571,7572,3428
1989,1111,R,B,7288,32361,37654,32158,20607,25497,35995,38607,32335,18607,16682,24292,25582,25728,15693,10199,9989,5252,2440
1989,1111,R,M,3677,16537,18823,16288,11586,13869,20542,22200,18568,10619,8893,12349,12003,10338,4355,2274,1939,851,301
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1111,R,F,3612,15825,18832,15870,9021,11628,15453,16407,13768,7988,7790,11944,13579,15390,11338,7925,8050,4401,2139
1989,1119,T,B,20579,90785,107493,94055,85544,85408,113552,121852,110154,66645,59397,81781,84025,84395,51988,33505,33598,18441,8457
1989,1119,T,M,10513,46177,54612,47623,43880,44326,59290,63370,57616,34532,29509,39409,37502,32611,13852,7530,6268,2862,1006
1989,1119,T,F,10067,44608,52881,46432,41664,41082,54262,58482,52538,32113,29888,42372,46523,51784,38137,25975,27331,15580,7452
1989,1119,U,B,13300,58973,70942,62776,62304,58073,76365,82782,78171,49045,42357,54297,47092,46486,27993,18339,17455,9676,4447
1989,1119,U,M,6815,30006,36169,31811,29972,29307,38342,41149,39362,24598,20459,25397,20490,18451,7588,4398,3517,1563,560
1989,1119,U,F,6486,28967,34773,30965,32332,28766,38023,41633,38810,24447,21898,28900,26602,28035,20405,13942,13938,8113,3887
1989,1119,R,B,7279,31812,36551,31279,23241,27335,37188,39070,31983,17600,17041,27484,36933,37909,23996,15166,16144,8765,4011
1989,1119,R,M,3698,16171,18443,15812,13909,15019,20949,22221,18255,9934,9050,14013,17012,14160,6264,3132,2751,1299,446
1989,1119,R,F,3581,15641,18108,15467,9332,12316,16239,16850,13728,7667,7991,13472,19921,23749,17732,12034,13393,7467,3565
1989,1127,T,B,12553,53792,63785,61938,67032,63141,72361,76504,75753,52141,44770,61129,52124,55218,28322,14540,11550,6237,3242
1989,1127,T,M,6359,27383,32198,31524,37279,35905,38072,38543,37573,25709,21381,28176,22558,21926,8156,4360,2897,1202,420
1989,1127,T,F,6194,26410,31587,30414,29753,27236,34290,37962,38180,26432,23389,32953,29567,33293,20166,10180,8653,5035,2822
1989,1127,U,B,9488,39769,47863,47210,54939,50640,56836,60526,61501,43175,36290,49042,40328,44096,22559,11261,8550,4589,2463
1989,1127,U,M,4778,20166,24139,24077,30252,29158,29799,29996,29966,21000,17242,22485,17189,17663,6497,3441,2182,884,325
1989,1127,U,F,4710,19603,23724,23133,24687,21483,27037,30530,31535,22176,19048,26557,23139,26433,16062,7821,6368,3705,2138
1989,1127,R,B,3066,14024,15922,14728,12093,12501,15526,15978,14252,8966,8480,12087,11796,11122,5763,3279,3000,1648,779
1989,1127,R,M,1581,7217,8059,7447,7027,6747,8273,8547,7607,4709,4140,5691,5369,4263,1659,920,716,318,95
1989,1127,R,F,1485,6807,7864,7281,5066,5754,7253,7432,6645,4257,4341,6396,6428,6860,4104,2359,2285,1331,684
1989,1141,T,B,21884,102207,124950,117082,105375,96181,133448,148721,142733,95246,77661,113870,106255,107136,61782,39602,37354,19482,9494
1989,1141,T,M,11135,52287,63570,59561,55817,48893,65506,73363,70874,47670,37027,52824,47550,41880,17816,10358,8524,3576,1274
1989,1141,T,F,10749,49921,61381,57522,49558,47288,67942,75358,71859,47576,40634,61046,58705,65256,43967,29245,28831,15906,8220
1989,1141,U,B,14294,66021,80929,77116,72564,63133,88307,98577,97283,66371,52666,76737,68367,68571,39452,25113,22766,11493,5494
1989,1141,U,M,7274,33887,41229,39289,38167,31793,42576,47883,47559,32786,24873,35154,30309,27158,11473,6912,5505,2209,796
1989,1141,U,F,7020,32134,39700,37828,34398,31341,45731,50694,49724,33585,27794,41584,38058,41414,27979,18202,17261,9284,4698
1989,1141,R,B,7590,36187,44022,39966,32811,33048,45141,50145,45450,28875,24995,37133,37888,38565,22331,14489,14589,7989,4000
1989,1141,R,M,3862,18400,22341,20272,17651,17101,22930,25480,23315,14884,12154,17671,17241,14723,6343,3446,3019,1367,478
1989,1141,R,F,3729,17787,21681,19694,15160,15948,22211,24665,22135,13991,12841,19463,20647,23842,15988,11043,11570,6622,3522
1989,1147,T,B,16992,85666,103867,94532,78048,87530,125774,128136,119778,81394,62351,71406,44835,35741,16854,9941,8862,4277,1930
1989,1147,T,M,8705,43760,53348,48356,45090,52558,68878,66868,60172,40141,29698,32439,19649,13214,3988,2074,1635,601,262
1989,1147,T,F,8288,41906,50519,46176,32958,34973,56896,61268,59606,41254,32654,38968,25186,22527,12866,7867,7227,3677,1668
1989,1147,U,B,15390,76385,93528,86351,70951,77305,112938,116238,109986,76018,59228,68283,42898,34257,16130,9496,8452,4070,1838
1989,1147,U,M,7872,39027,48024,44087,40152,45815,61936,60582,55096,37219,28131,30966,18813,12658,3806,1989,1553,558,243
1989,1147,U,F,7518,37358,45504,42265,30799,31490,51003,55656,54890,38799,31098,37317,24085,21599,12325,7507,6900,3512,1595
1989,1147,R,B,1602,9281,10340,8181,7097,10226,12836,11898,9792,5376,3123,3124,1938,1485,724,446,410,208,92
1989,1147,R,M,833,4734,5325,4270,4938,6743,6943,6286,5076,2922,1567,1473,836,556,183,85,82,43,19
1989,1147,R,F,770,4548,5015,3912,2159,3483,5894,5612,4716,2455,1556,1651,1102,929,542,361,328,165,73
1989,1149,T,B,10383,45315,54174,49214,44223,43853,58255,65180,59995,40214,35360,51464,51994,51795,32231,21039,20606,11325,5879
1989,1149,T,M,5394,23294,27688,24924,22044,21386,29436,33226,30751,20686,17424,24606,23048,19399,9064,4982,4075,1824,680
1989,1149,T,F,4989,22021,26486,24290,22180,22467,28819,31955,29244,19528,17937,26858,28947,32396,23167,16058,16532,9502,5199
1989,1149,U,B,7233,31323,38619,36116,35404,32883,42058,48035,45575,31289,26047,35401,31795,31347,18933,11839,10546,5660,2883
1989,1149,U,M,3756,16120,19804,18226,17600,16276,20706,23799,22698,15699,12516,16366,13861,11932,5319,3046,2265,1001,362
1989,1149,U,F,3477,15203,18815,17890,17804,16607,21353,24236,22877,15590,13531,19035,17935,19416,13614,8793,8281,4659,2521
1989,1149,R,B,3150,13993,15555,13098,8820,10971,16197,17146,14421,8926,9314,16063,20199,20448,13298,9201,10061,5666,2996
1989,1149,R,M,1638,7175,7884,6698,4444,5110,8731,9427,8054,4988,4908,8240,9187,7468,3745,1936,1810,823,318
1989,1149,R,F,1512,6818,7671,6400,4376,5861,7467,7719,6367,3938,4406,7823,11012,12981,9553,7265,8251,4843,2678
1989,1158,T,B,10753,47223,57023,52847,51881,48965,62981,69075,65771,44994,40668,57117,58153,60466,42394,25837,25797,14611,8202
1989,1158,T,M,5506,24063,29130,26772,25672,24157,32366,35568,33816,23320,20326,27642,26312,22419,12956,6534,5690,2701,1231
1989,1158,T,F,5248,23160,27893,26075,26210,24808,30616,33507,31955,21675,20342,29475,31841,38047,29438,19303,20107,11910,6971
1989,1158,U,B,7022,31201,38743,36678,38036,33627,43280,48493,47424,32840,26661,35244,29807,30807,20341,11984,10608,5644,3102
1989,1158,U,M,3598,15956,19709,18604,17859,15996,21400,23893,23408,16485,13029,16423,13229,11721,6084,3273,2581,1099,480
1989,1158,U,F,3424,15246,19034,18074,20177,17631,21880,24600,24016,16355,13632,18821,16578,19087,14257,8711,8028,4546,2622
1989,1158,R,B,3731,16022,18280,16169,13846,15338,19701,20583,18347,12155,14007,21873,28346,29659,22054,13853,15189,8967,5100
1989,1158,R,M,1908,8107,9422,8168,7813,8162,10966,11676,10408,6835,7297,11219,13083,10699,6873,3261,3109,1602,752
1989,1158,R,F,1824,7915,8859,8001,6033,7177,8736,8907,7939,5320,6710,10655,15263,18960,15181,10592,12080,7365,4349
1989,1140,T,B,63160,265679,311652,291357,358744,373994,406102,427149,401818,361411,229263,353751,287347,284859,198340,138163,139019,72783,31257
1989,1140,T,M,32441,136018,158917,148077,188778,193054,193913,198200,184158,168902,107901,159158,122759,110197,53966,38270,33899,15580,5543
1989,1140,T,F,30719,129661,152735,143280,169966,180940,212190,228949,217661,192509,121363,194594,164589,174662,144374,99894,105120,57203,25714
1989,1140,U,B,63160,265679,311652,291357,358744,373994,406102,427149,401818,361411,229263,353751,287347,284859,198340,138163,139019,72783,31257
1989,1140,U,M,32441,136018,158917,148077,188778,193054,193913,198200,184158,168902,107901,159158,122759,110197,53966,38270,33899,15580,5543
1989,1140,U,F,30719,129661,152735,143280,169966,180940,212190,228949,217661,192509,121363,194594,164589,174662,144374,99894,105120,57203,25714
1989,1140,U,F,30719,129661,152735,143280,169966,180940,212190,228949,217661,192509,121363,194594,164589,174662,144374,99894,105120,57203,25714
1989,1140,U,F,30719,129661,152735,143280,169966,180940,212190,228949,217661,192509,121363,194594,164589,174662,144374,99894,105120,57203,25714
1989,1140,U,F,30719,129661,152735,143280,169966,180940,212190,228949,217661,192509,121363,194594,164589,174662,144374,99894,105120,57203,25714
1989,3700,T,B,193060,838334,1006182,936137,876596,834158,1047825,1068679,1012411,705743,725185,1014517,709539,849906,446028,354173,373947,195133,99534
1989,3700,T,M,98927,427452,512031,475402,448474,422152,527845,534282,500131,341838,337244,471655,323079,346569,147190,106012,102482,46794,19409
1989,3700,T,F,94133,410883,494151,460736,428122,412007,519981,534397,512280,363905,387941,542862,386460,503338,298839,248161,271466,148339,80125
1989,3700,U,B,118305,511332,621953,589513,611296,562722,683581,711376,695329,495889,464382,642906,445595,533497,284787,219548,223534,117650,59363
1989,3700,U,M,60675,260908,316977,298580,306960,284281,338964,347793,337241,237897,215556,294252,198383,217727,94768,68124,62882,28752,12020
1989,3700,U,F,57630,250424,304976,290933,304336,278441,344617,363584,358089,257992,248826,348655,247213,315770,190019,151424,160653,88899,47343
1989,3700,R,B,74755,327002,384229,346625,265300,271437,364245,357303,317082,209855,260803,371611,263944,316409,161241,134625,150413,77483,40172
1989,3700,R,M,38252,166544,195054,176822,141514,137871,188881,186489,162890,103942,121689,177403,124697,128842,52422,37889,39600,18042,7389
1989,3700,R,F,36503,160459,189175,169803,123787,133566,175364,170814,154192,105913,139115,194208,139247,187568,108820,96737,110813,59441,32783
1989,1179,T,B,6502,28605,33967,31743,30706,25705,32796,32751,30400,21625,23473,33368,23209,28108,14653,12100,12417,6895,4378
1989,1179,T,M,3354,14525,17332,16108,15142,12201,16136,16238,14822,10409,10692,15377,10515,11574,4974,3691,3560,1689,829
1989,1179,T,F,3149,14080,16635,15635,15565,13504,16660,16513,15578,11216,12781,17991,12694,16534,9679,8409,8857,5206,3549
1989,1179,U,B,3225,14346,17405,16114,18200,14029,17475,18199,17549,12638,12010,16428,10885,13553,7534,5946,5751,3292,1886
1989,1179,U,M,1644,7317,8949,8173,8420,6396,8290,8612,8329,6004,5438,7449,4832,5524,2598,1959,1718,817,415
1989,1179,U,F,1581,7029,8456,7941,9780,7633,9185,9587,9221,6634,6572,8980,6053,8029,4936,3987,4033,2475,1472
1989,1179,R,B,3278,14259,16562,15629,12507,11676,15322,14552,12851,8987,11463,16940,12324,14555,7119,6154,6666,3603,2492
1989,1179,R,M,1710,7209,8383,7935,6722,5805,7847,7626,6494,4406,5254,7929,5683,6050,2376,1732,1842,872,415
1989,1179,R,F,1568,7051,8180,7694,5785,5871,7475,6927,6358,4582,6209,9011,6641,8505,4743,4422,4824,2732,2078
1989,1185,T,B,7398,31034,33828,27462,21572,24403,33220,31288,24758,12289,14516,19328,13973,11572,5762,3860,4238,2057,1180
1989,1185,T,M,3844,15817,17331,13806,10903,12273,16853,15906,12445,6049,7285,9713,6885,4750,1838,1084,1137,478,242
1989,1185,T,F,3555,15217,16497,13656,10669,12130,16368,15382,12313,6240,7231,9615,7088,6822,3924,2777,3101,1580,938
1989,1185,U,B,3107,12522,14352,12274,11075,11386,14637,14184,12512,6470,6875,8721,5965,5341,2815,1917,2162,1035,627
1989,1185,U,M,1603,6396,7355,6147,5120,5441,7114,6749,5938,2996,3342,4279,2799,2065,869,534,591,250,126
1989,1185,U,F,1504,6126,6997,6127,5955,5945,7524,7435,6574,3474,3533,4442,3166,3276,1946,1383,1571,785,502
1989,1185,R,B,4292,18512,19476,15188,10498,13018,18583,17104,12246,5819,7641,10607,8008,6231,2947,1944,2077,1023,553
1989,1185,R,M,2241,9421,9976,7659,5784,6832,9739,9157,6508,3053,3943,5434,4086,2685,969,550,547,228,116
1989,1185,R,F,2051,9091,9500,7529,4714,6186,8844,7948,5739,2766,3698,5173,3922,3546,1979,1394,1530,795,437
1989,1103,T,B,65841,285271,348692,328776,298197,270780,346164,353639,343856,245656,261877,368988,239639,314605,174511,137875,138323,71365,35272
1989,1103,T,M,33791,145538,177245,167355,154738,136935,172311,175114,169267,119081,120605,170900,108869,127119,58468,42453,38410,17297,7050
1989,1103,T,F,32050,139733,171447,161422,143460,133845,173853,178526,174589,126576,141272,198088,130770,187486,116044,95422,99913,54068,28222
1989,1103,U,B,34482,146461,178580,170999,172350,154311,191006,197455,197702,146254,139019,194658,128312,165601,94408,72444,68929,35873,17982
1989,1103,U,M,17723,74867,91197,86862,86466,77668,93493,95183,95376,70087,63874,88888,57230,67352,32272,23660,20432,9171,3863
1989,1103,U,F,16760,71594,87383,84137,85884,76643,97513,102272,102326,76167,75146,105771,71083,98249,62137,48784,48498,26703,14119
1989,1103,R,B,31359,138810,170112,157778,125847,116469,155158,156185,146154,99403,122858,174330,111327,149004,80103,65431,69394,35492,17291
1989,1103,R,M,16069,70671,86048,80493,68272,59267,78819,79931,73891,48994,56731,82012,51640,59767,26196,18793,17979,8127,3188
1989,1103,R,F,15291,68139,84065,77285,57576,57202,76340,76254,72263,50409,66127,92318,59687,89237,53907,46638,51416,27365,14103
1989,1112,T,B,16476,70843,83062,75194,68826,67565,87672,89331,80386,50906,45379,63183,51020,54148,27649,21772,22667,12182,6142
1989,1112,T,M,8388,35881,42043,37906,35679,34899,46282,46108,40822,25344,21681,29528,23124,21955,8726,6294,5746,2649,1077
1989,1112,T,F,8088,34963,41019,37288,33147,32666,41390,43224,39565,25562,23698,33655,27896,32194,18923,15478,16921,9533,5065
1989,1112,U,B,10123,44216,53411,49697,49097,44819,57238,60748,58047,38845,32118,43344,32599,37456,20056,15687,16050,8653,4237
1989,1112,U,M,5164,22378,27104,24896,24508,22563,29640,30684,28867,19094,15255,20041,14262,14907,6253,4601,4073,1859,734
1989,1112,U,F,4959,21839,26308,24801,24589,22257,27598,30065,29180,19751,16863,23303,18337,22549,13803,11087,11977,6794,3503
1989,1112,R,B,6353,26627,29651,25498,19729,22746,30435,28583,22340,12061,13262,19839,18421,16693,7593,6085,6617,3529,1905
1989,1112,R,M,3224,13503,14940,13010,11171,12337,16643,15424,11955,6250,6426,9487,8863,7048,2473,1693,1673,790,344
1989,1112,R,F,3129,13124,14712,12488,8558,10410,13792,13159,10385,5811,6836,10352,9559,9645,5120,4392,4944,2739,1562
1989,1118,T,B,37108,160848,192138,182201,173517,168348,206589,210981,202982,141883,139849,195522,144745,163897,81973,68541,74257,40302,20760
1989,1118,T,M,18987,81811,98028,92499,89232,86768,105577,106775,100607,68463,66190,90700,65413,67614,26735,19739,19662,9412,3917
1989,1118,T,F,18122,79037,94110,89703,84285,81581,101012,104207,102375,73420,73660,104823,79333,96283,55238,48802,54595,30890,16843
1989,1118,U,B,26908,116805,141037,135701,138130,130782,158627,164644,162493,114799,105656,145983,105640,121757,61358,49020,51584,27921,14245
1989,1118,U,M,13802,59395,71777,68741,69344,66581,79989,81908,79290,54930,49998,66681,46566,50233,20088,14568,13846,6565,2760
1989,1118,U,F,13106,57410,69261,66960,68786,64202,78638,82737,83203,59869,55658,79302,59074,71524,41270,34452,37739,21356,11485
1989,1118,R,B,10201,44043,51101,46500,35387,37566,47962,46337,40490,27084,34194,49540,39106,42140,20615,19521,22673,12381,6515
1989,1118,R,M,5185,22416,26252,23758,19888,20187,25588,24867,21317,13533,16192,24019,18847,17382,6647,5171,5816,2847,1157
1989,1118,R,F,5016,21627,24850,22743,15499,17379,22374,21470,19173,13551,18002,25521,20259,24759,13968,14350,16857,9534,5359
1989,1160,T,B,59735,261735,314496,290762,283779,277358,341385,350690,330030,233386,240092,334130,236955,277578,141482,110027,122047,62334,31804
1989,1160,T,M,30565,133881,160053,147729,142781,139077,170686,174143,162169,112493,110792,155438,108275,113558,46450,32752,33968,15271,6295
1989,1160,T,F,29171,127854,154443,143033,140998,138282,170699,176547,167861,120893,129300,178692,128680,164020,95032,77275,88079,47063,25509
1989,1160,U,B,40462,176984,217170,204730,222445,207395,244599,256148,247028,176884,168705,233773,162195,189791,98617,74534,79060,40878,20387
1989,1160,U,M,20741,90557,110597,103762,113103,105633,120440,124658,119442,84786,77649,106915,72695,77647,32689,22802,22224,10091,4124
1989,1160,U,F,19721,86427,106573,100968,109342,101763,124160,131490,127586,92098,91056,126859,89500,112144,65929,51732,56836,30787,16263
1989,1160,R,B,19274,84752,97327,86033,61334,69963,96786,94542,83002,56502,71387,100357,74760,87787,42865,35493,42987,21456,11417
1989,1160,R,M,9824,43325,49457,43968,29678,33444,50247,49485,42727,27707,33143,48524,35580,35911,13761,9950,11744,5180,2171
1989,1160,R,F,9450,41427,47870,42065,31656,36519,46539,45057,40276,28795,38244,51833,39180,51876,29104,25543,31243,16276,9246
1989,3800,T,B,150413,600087,696055,647721,594031,558815,619694,570230,479515,304533,334568,463886,348760,352420,190473,144257,140782,75262,55425
1989,3800,T,M,76814,304855,352985,328105,298977,271876,297799,275588,230937,144878,153533,213695,158199,146968,64166,43632,40890,19735,12267
