RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMI,TEF_ADO,TGF
3128,2064,Coahuila,5,-1526,948,-578,40269,44,15516,6205,80.12,86.50,83.17,2100415,156.78,17921,4748,2405,-1457,2082847,38743,4183262,64147,66100,111218,348362,871974,161380,116262,58850,927272,122782,503991,67075,69369,116843,366376,907640,170049,122575,61325,950389,128147,467322,131222,135469,228061,714738,1779614,331429,238837,120175,1877661,250929,971313,37.47,23.90,61.37,9.63,9.26,-0.04,0.02,-0.01,0.37,0.43,0.06,-0.03,2.57,52.61,1.62
3129,2064,Colima,6,-4445,718,-3727,9437,50,5528,2564,79.53,86.00,82.62,383629,279.41,7799,1011,2271,-1553,389439,4992,773068,8832,9469,16138,53174,145938,24454,17785,7330,178247,15985,118621,9340,10017,17050,55667,149915,25686,18653,7709,179064,16878,107402,18172,19486,33188,108841,295853,50140,36438,15039,357311,32863,226023,48.49,17.35,65.84,12.21,6.46,-0.57,0.09,-0.48,0.72,1.01,0.29,-0.20,2.69,41.02,1.30
3130,2064,Chiapas,7,51496,-32502,18994,62427,36,43590,6611,77.39,84.31,80.69,3823827,77.60,12302,5397,-31288,-1214,4161493,113923,7985320,171399,170348,282649,822647,1875699,386268,273967,167502,1745630,339695,747755,177121,174886,289123,817388,1769748,386947,272710,173675,1542587,351796,588010,348520,345234,571772,1640035,3645447,773215,546677,341177,3288217,691491,1335765,27.10,34.93,62.03,7.82,14.27,0.64,-0.41,0.24,0.55,0.15,-0.39,-0.02,2.90,60.82,2.11
3131,2064,Chihuahua,8,-18603,6980,-11623,50135,48,13793,13180,79.83,86.19,82.87,2354696,226.53,17623,16330,3830,3150,2281411,31532,4636107,57859,61005,103423,337087,906218,154724,112306,49723,1065172,107146,617052,60620,64157,108861,356275,961591,163462,118758,51793,1128488,111843,596377,118479,125162,212284,693362,1867809,318186,231064,101516,2193660,218989,1213429,42.03,18.55,60.58,10.81,6.80,-0.40,0.15,-0.25,0.30,0.38,0.08,0.07,2.70,45.34,1.31
3132,2064,Ciudad de México,9,-65643,-11022,-76665,103423,55,76907,19166,79.90,86.29,82.96,3411992,431.65,63198,21853,-13709,2687,3600010,37780,7012002,60850,66317,113929,401238,1185843,180895,133283,51778,1590859,110690,1331417,64018,69862,120056,421943,1224960,190580,140386,54302,1585216,116326,1114655,124868,136179,233985,823181,2410803,371475,273669,106080,3176075,227016,2446072,61.16,14.17,75.33,14.75,5.39,-0.94,-0.16,-1.09,1.10,0.90,-0.20,0.04,2.77,43.33,1.27
3133,2064,Durango,10,-3392,-3218,-6610,20875,45,11325,5872,79.02,85.59,82.16,1004433,165.88,10100,3879,-1225,-1993,1020149,17483,2024582,30738,31710,53310,164790,414771,76742,55142,27712,459229,58373,252944,31982,33016,55463,169592,417994,79340,56893,28826,454359,60680,231581,62720,64726,108773,334382,832765,156082,112035,56538,913588,119053,484525,38.83,23.40,62.23,10.31,8.64,-0.17,-0.16,-0.33,0.56,0.50,-0.06,-0.10,2.91,39.24,1.55
3134,2064,Guanajuato,11,-5860,-10557,-16417,73009,44,20741,23003,78.70,85.32,81.86,3439914,159.27,25474,7713,4733,-15290,3775020,67149,7214934,112784,116010,194905,604602,1542223,280692,201797,102874,1691251,215450,948298,115482,118581,198778,602799,1462955,282277,202080,106102,1524095,221175,766936,228266,234591,393683,1207401,3005178,562969,403877,208976,3215346,436625,1715234,38.78,24.35,63.13,10.12,9.31,-0.08,-0.15,-0.23,0.29,0.35,0.07,-0.21,2.92,39.39,1.60
3135,2064,Guerrero,12,-1946,-24076,-26022,32423,44,29544,11484,77.46,84.38,80.76,1407575,141.56,12929,4023,-16615,-7461,1560410,30477,2967985,50818,51419,85735,255271,627995,119339,85023,46797,678779,97817,385497,52697,53057,88118,253565,586997,119799,84738,48547,594981,101428,309176,103515,104476,173853,508836,1214992,239138,169761,95344,1273760,199245,694673,38.97,27.53,66.50,10.92,10.27,-0.07,-0.81,-0.88,1.00,0.44,-0.56,-0.25,2.93,40.96,1.76
3136,2064,Hidalgo,13,-17033,7659,-9374,43521,48,19239,9579,78.03,84.76,81.24,1767969,214.41,32844,3633,13605,-5946,2021660,26488,3789629,50912,53292,90020,289013,787260,132676,95948,43140,950548,93991,553744,51835,53906,90657,279720,713438,130134,93383,44322,817106,96035,437286,102747,107198,180677,568733,1500698,262810,189331,87462,1767654,190026,991030,42.42,19.78,62.20,11.48,6.99,-0.45,0.20,-0.25,0.51,0.87,0.36,-0.16,2.81,48.77,1.29
3137,2064,Jalisco,14,-11663,-7318,-18981,102218,45,38596,24956,79.44,85.92,82.54,4989909,168.97,42739,13495,4143,-11461,5026428,90555,10016337,149427,154145,259420,810971,2043316,376214,270939,137232,2224814,286017,1284070,156535,162008,272800,851248,2113440,395798,285006,142871,2245870,298531,1155566,305962,316153,532220,1662219,4156756,772012,555945,280103,4470684,584548,2439636,39.78,23.54,63.32,10.21,9.04,-0.12,-0.07,-0.19,0.39,0.43,0.04,-0.11,2.85,52.17,1.62
3138,2064,México,15,-85756,-33366,-119122,201264,49,95789,17986,78.86,85.38,81.98,8107705,233.54,75286,5123,-20503,-12863,8794238,115508,16901943,216403,227799,386007,1251615,3378389,575308,417100,185053,4012943,400451,2555281,224521,236023,399485,1276941,3306876,590599,427137,192369,3734620,415945,2084027,440924,463822,785492,2528556,6685265,1165907,844237,377422,7747563,816396,4639308,45.15,19.33,64.48,11.91,6.83,-0.51,-0.20,-0.70,0.57,0.45,-0.12,-0.08,2.88,46.03,1.30
3139,2064,Michoacán,16,12928,-14576,-1648,54970,40,27916,20062,78.09,84.87,81.33,2875287,113.34,22355,11047,-5561,-9015,2978998,67898,5854285,108534,109311,182279,543212,1272772,254139,181171,104103,1256063,212778,651548,112591,113500,189110,556052,1262866,261663,186053,107945,1203592,220479,567915,221125,222811,371389,1099264,2535638,515802,367224,212048,2459655,433257,1219463,34.26,30.23,64.50,9.39,11.60,0.22,-0.25,-0.03,0.48,0.38,-0.09,-0.15,2.95,52.70,1.87
3140,2064,Morelos,17,-12303,597,-11706,25718,49,12019,5692,78.26,85.01,81.48,975990,246.07,16440,1868,4421,-3824,1037723,13415,2013713,25403,26750,45279,145095,388802,66939,48410,21713,464392,46909,313457,26656,28007,47328,149245,385504,69277,49956,22675,442148,49154,264501,52059,54757,92607,294340,774306,136216,98366,44388,906540,96063,577958,48.13,19.56,67.69,12.77,6.66,-0.61,0.03,-0.58,0.60,0.82,0.22,-0.19,2.85,42.27,1.30
3141,2064,Nayarit,18,-4446,2775,-1671,15924,45,8962,5070,79.21,85.71,82.31,756052,176.90,14031,2776,5069,-2294,797667,11478,1553719,23083,23966,40379,126884,330486,58680,42267,20096,368176,43276,198043,23639,24490,41159,126587,318022,58964,42295,20734,344729,44425,177186,46722,48456,81538,253471,648508,117644,84562,40830,712905,87701,375229,38.83,21.95,60.78,10.25,7.39,-0.29,0.18,-0.11,0.58,0.90,0.33,-0.15,2.83,56.84,1.31
3142,2064,Nuevo León,19,6744,15835,22579,80476,43,29417,9772,80.65,86.97,83.67,4516332,146.68,48573,6451,19156,-3321,4461823,87220,8978155,140614,144904,244049,768303,1902363,355950,256805,131522,1973450,271548,1047314,147245,152131,256428,810845,1992823,375635,271338,137245,2032204,283943,970441,287859,297035,500477,1579148,3895186,731585,528143,268767,4005654,555491,2017755,36.13,24.63,60.76,8.96,9.71,0.08,0.18,0.25,0.33,0.54,0.21,-0.04,2.42,60.85,1.66
3143,2064,Oaxaca,20,8155,-15134,-6979,47333,41,28699,13625,77.55,84.46,80.85,2269484,119.01,20977,6213,-7722,-7412,2504114,55488,4773598,87113,87219,145129,434815,1038918,202142,144232,83383,1075692,171085,570107,89799,89471,148344,430149,971795,202024,143151,86215,947278,176548,454546,176912,176690,293473,864964,2010713,404166,287383,169598,2022970,347633,1024653,35.48,29.81,65.29,9.92,11.62,0.17,-0.32,-0.15,0.60,0.44,-0.16,-0.16,2.92,48.67,1.89
3144,2064,Puebla,21,11414,-14752,-3338,80397,41,38966,12914,78.01,84.77,81.24,4113452,125.40,31725,5403,-7241,-7511,4400601,91811,8514053,146939,149382,250166,767118,1872338,355953,255169,137760,1929503,284970,998691,152979,155340,259801,783371,1833348,365987,261526,143216,1790715,296475,805719,299918,304722,509967,1550489,3705686,721940,516695,280976,3720218,581445,1804410,34.23,27.30,61.54,9.44,10.78,0.13,-0.17,-0.04,0.46,0.37,-0.09,-0.09,2.94,49.79,1.75
3145,2064,Querétaro,22,-11971,12391,420,37562,47,18863,7353,79.51,86.00,82.61,1760300,222.35,36352,2255,17489,-5098,1850741,25591,3611041,45216,47895,81368,270383,743856,123487,90014,39083,866657,83874,507582,46817,49649,84348,279491,749254,127979,93280,40532,841273,86935,425847,92033,97544,165716,549874,1493110,251466,183294,79615,1707930,170809,933429,41.34,18.59,59.94,10.40,7.09,-0.33,0.34,0.01,0.52,1.01,0.48,-0.14,2.91,56.93,1.34
3146,2064,Quintana Roo,23,-4905,5257,352,26579,45,25938,2438,79.42,85.86,82.50,1429811,182.24,32929,704,6991,-1734,1464130,21674,2893941,38973,41105,69778,231550,627112,105850,77177,34408,695808,73219,357438,40676,43027,73097,243064,645162,111245,81175,35851,689850,76312,309988,79649,84132,142875,474614,1272274,217095,158352,70259,1385658,149531,667426,35.88,19.69,55.57,9.18,7.49,-0.17,0.18,0.01,0.90,1.14,0.24,-0.06,2.72,44.51,1.30
3147,2064,San Luis Potosí,24,-380,-4995,-5375,33569,44,16330,9314,78.94,85.54,82.09,1586611,150.54,15971,4678,-359,-4636,1720306,33189,3306917,53811,54605,91315,280417,699263,129765,93055,50023,755200,104072,427755,55154,55826,93116,278378,663248,130013,92723,51529,687217,106788,356797,108965,110431,184431,558795,1362511,259778,185778,101552,1442417,210860,784552,39.20,26.04,65.25,10.15,10.04,-0.01,-0.15,-0.16,0.49,0.48,-0.01,-0.14,2.87,39.22,1.71
3148,2064,Sinaloa,25,-13580,-1932,-15512,36439,48,17914,6974,79.49,85.95,82.58,1593259,221.15,19043,3913,1129,-3061,1642561,22859,3235820,42518,44884,76083,244782,650040,112934,81735,36026,753315,78182,453432,44122,46546,78807,250695,650128,116187,83926,37450,736286,81196,407852,86640,91430,154890,495477,1300168,229121,165661,73476,1489601,159378,861284,43.39,19.62,63.01,11.26,7.06,-0.42,-0.06,-0.48,0.55,0.59,0.03,-0.09,2.83,49.26,1.33
3149,2064,Sonora,26,-10837,1785,-9052,37890,47,13541,8749,79.93,86.31,82.98,1789745,204.38,16047,8028,2506,-721,1694711,27053,3484456,46623,48458,81746,260354,667945,120016,86728,41691,761931,88045,455773,49182,51534,87182,281042,727858,129412,93764,43583,830396,92345,451198,95805,99992,168928,541396,1395803,249428,180492,85274,1592327,180390,906971,42.51,20.80,63.30,10.87,7.76,-0.31,0.05,-0.26,0.39,0.46,0.07,-0.02,2.80,53.56,1.49
3150,2064,Tabasco,27,-6203,-9808,-16011,25893,46,17092,2273,77.96,84.69,81.17,1056428,180.15,8694,863,-8398,-1410,1161774,19690,2218202,33036,34159,57497,178858,454726,83106,59768,29588,513632,62395,315276,34346,35356,59336,179919,435403,84295,60315,30787,465462,64945,250822,67382,69515,116833,358777,890129,167401,120083,60375,979094,127340,566098,42.31,23.49,65.80,11.67,8.88,-0.28,-0.44,-0.72,0.77,0.39,-0.38,-0.06,2.87,41.03,1.59
3151,2064,Tamaulipas,28,-17395,-697,-18092,45172,48,22258,8287,79.33,85.80,82.42,1944508,228.10,18754,11094,-3504,2807,1959450,27777,3903958,49809,52553,89123,289371,767496,133175,96605,42783,895224,92139,548836,51616,54551,92515,299487,788165,138086,100122,44332,909854,95394,500958,101425,107104,181638,588858,1555661,271261,196727,87115,1805078,187533,1049794,43.85,19.22,63.08,11.57,7.12,-0.45,-0.02,-0.46,0.57,0.48,-0.09,0.07,2.79,44.50,1.35
3152,2064,Tlaxcala,29,-761,213,-548,17404,43,7690,1983,78.11,84.92,81.36,846664,145.70,9308,578,1618,-1405,914173,16643,1760837,28113,28839,48433,150867,384079,69768,50174,25661,413506,53818,217378,29176,29804,49924,152281,371142,70891,50771,26682,380714,55945,176062,57289,58643,98357,303148,755221,140659,100945,52343,794220,109763,393440,35.85,24.61,60.46,9.88,9.45,-0.04,0.01,-0.03,0.44,0.53,0.09,-0.08,2.90,52.46,1.59
3153,2064,Veracruz,30,-44863,-19521,-64384,87701,50,47459,14493,77.88,84.68,81.13,3043481,247.96,37073,5358,-10386,-9135,3421361,42838,6464842,83881,87499,147534,466090,1251346,215056,155021,71124,1524104,154933,1055479,86705,90013,151250,461618,1168994,215496,154259,73655,1352942,160220,840124,170586,177512,298784,927708,2420340,430552,309280,144779,2877046,315153,1895603,49.82,20.09,69.91,13.57,6.63,-0.69,-0.30,-1.00,0.73,0.57,-0.16,-0.14,2.85,43.05,1.30
3154,2064,Yucatán,31,-14922,13001,-1921,35086,49,8122,3323,78.76,85.39,81.93,1507202,244.87,22716,1730,14594,-1593,1571260,20164,3078462,37510,39823,67658,220192,608968,101467,73632,31678,731923,68793,450910,39309,41679,70732,228052,614026,105449,76396,33070,711458,72016,391782,76819,81502,138390,448244,1222994,206916,150028,64748,1443381,140809,842692,44.55,18.19,62.74,11.40,6.55,-0.48,0.42,-0.06,0.26,0.74,0.47,-0.05,2.84,44.41,1.28
3155,2064,Zacatecas,32,2477,-5869,-3392,18124,41,11490,8540,78.25,85.05,81.50,923391,122.64,8765,5396,-2725,-3144,973149,20601,1896540,33540,34045,56946,173409,418198,80628,57727,31450,425143,65060,213949,34547,34999,58402,173918,403543,81482,58079,32565,396825,67139,186651,68087,69044,115348,347327,821741,162110,115806,64015,821968,132199,400600,34.26,27.94,62.20,9.56,10.86,0.13,-0.31,-0.18,0.61,0.46,-0.14,-0.17,2.82,46.97,1.75
3156,2065,República Mexicana,0,-321835,-115916,-437751,1554663,46,ND,299727,79.25,85.67,82.31,70277931,181.98,ND,183811,ND,-115916,73680370,1232828,143958301,2095257,2165149,3645103,11462340,29426797,5300451,3820497,1893569,32839976,3982714,19572197,2177409,2249478,3783243,11749500,29267777,5460864,3927099,1967307,31527503,4136965,16812891,4272666,4414627,7428346,23211840,58694574,10761315,7747596,3860876,64367479,8119679,36385088,41.55,22.83,64.37,10.80,8.56,-0.22,-0.08,-0.30,ND,ND,ND,-0.08,2.70,48.90,1.54
3157,2065,Aguascalientes,1,-1563,-73,-1636,18445,46,7199,6517,80.13,86.53,83.18,920567,176.91,11995,1648,4796,-4869,965699,16882,1886266,27280,28402,47948,152373,393553,70407,50861,24470,438254,51500,247326,28341,29521,49777,156087,389587,72519,52263,25396,418511,53460,213326,55621,57923,97725,308460,783140,142926,103124,49866,856765,104960,460652,39.53,22.35,61.88,9.78,8.95,-0.08,0.00,-0.09,0.38,0.64,0.25,-0.26,2.66,43.07,1.58
3158,2065,Baja California,2,-20063,17432,-2631,55027,48,25551,11571,79.94,86.29,82.97,2681844,228.42,41888,12666,16337,1095,2560024,34964,5241868,63942,67714,115092,380218,1027108,174310,126932,55691,1195079,119242,693007,67828,72394,123377,412645,1117902,188916,137933,58370,1287635,125647,674568,131770,140108,238469,792863,2145010,363226,264865,114061,2482714,244889,1367575,41.75,18.28,60.03,10.50,6.67,-0.38,0.33,-0.05,0.49,0.80,0.31,0.02,2.52,43.72,1.28
3159,2065,Baja California Sur,3,-2607,4107,1500,12188,46,8633,872,80.40,86.64,83.38,662152,188.21,13148,464,4515,-408,646656,9581,1308808,17512,18297,30959,101668,272076,46424,33762,15483,304783,33025,159592,18357,19322,32762,108500,289633,49525,36085,16075,319433,34401,150223,35869,37619,63721,210168,561709,95949,69847,31558,624216,67426,309815,37.13,19.73,56.86,9.31,7.32,-0.20,0.31,0.11,0.66,1.00,0.34,-0.03,2.64,46.48,1.32
3160,2065,Campeche,4,-4643,-1243,-5886,10644,48,7160,1026,78.64,85.26,81.80,425331,224.47,6445,498,-715,-528,466234,6001,891565,11882,12475,21099,67272,179790,31112,22488,10172,211028,22009,134557,12293,12877,21740,67940,172958,31666,22803,10540,192754,22784,109353,24175,25352,42839,135212,352748,62778,45291,20712,403782,44793,243910,45.25,20.16,65.41,11.94,6.73,-0.52,-0.14,-0.66,0.80,0.72,-0.08,-0.06,2.59,47.54,1.28
3161,2065,Coahuila,5,-2373,976,-1397,40724,44,15453,6170,80.26,86.63,83.30,2100388,161.22,17773,4826,2320,-1344,2081996,38351,4182384,63529,65471,110160,345219,864764,159885,115196,58274,924100,121601,512399,66431,68715,115746,363088,900051,168489,121458,60731,947297,126909,476740,129960,134186,225906,708307,1764815,328374,236654,119005,1871397,248510,989139,38.34,23.78,62.13,9.74,9.17,-0.06,0.02,-0.03,0.37,0.42,0.06,-0.03,2.48,52.49,1.61
3162,2065,Colima,6,-4620,768,-3852,9528,51,5460,2541,79.67,86.14,82.76,381900,288.19,7743,1026,2283,-1515,387388,4908,769288,8677,9299,15847,52282,143424,24032,17484,7210,176268,15716,120106,9180,9842,16750,54745,147419,25247,18339,7585,177248,16593,109104,17857,19141,32597,107027,290843,49279,35823,14795,353516,32309,229210,49.77,17.27,67.04,12.39,6.38,-0.60,0.10,-0.50,0.71,1.01,0.30,-0.20,2.59,41.02,1.30
3163,2065,Chiapas,7,50041,-32408,17633,63212,36,43496,6561,77.56,84.48,80.86,3831879,79.66,12164,5485,-31332,-1076,4171620,113253,8003499,170444,169542,281397,819909,1872400,385099,273244,166463,1748591,337596,762735,176148,174080,287887,814801,1766758,385848,272041,172613,1546131,349638,600308,346592,343622,569284,1634710,3639158,770947,545285,339076,3294722,687234,1363043,27.65,34.71,62.36,7.90,14.15,0.63,-0.40,0.22,0.54,0.15,-0.39,-0.01,2.78,60.64,2.10
3164,2065,Chihuahua,8,-19677,7276,-12401,50718,49,13669,13107,79.97,86.32,83.00,2349676,234.50,17469,16583,3800,3476,2274463,31041,4624139,56962,60058,101809,331901,893576,152290,110539,48980,1056630,105517,627827,59677,63177,107200,350898,948551,160950,116927,51035,1120223,110133,609155,116639,123235,209009,682799,1842127,313240,227466,100015,2176853,215650,1236982,43.26,18.45,61.70,10.97,6.71,-0.43,0.16,-0.27,0.30,0.38,0.08,0.08,2.60,45.38,1.31
3165,2065,Ciudad de México,9,-66684,-9942,-76626,103642,55,75675,19063,80.04,86.43,83.09,3377232,443.26,62617,22179,-13058,3116,3557981,36958,6935213,59533,64852,111388,392218,1159523,176773,130237,50695,1559883,108360,1335250,62631,68348,117434,412673,1199147,186336,137250,53190,1557006,113880,1123491,122164,133200,228822,804891,2358670,363109,267487,103885,3116889,222240,2458741,62.69,14.14,76.84,14.94,5.33,-0.96,-0.14,-1.10,1.09,0.90,-0.19,0.04,2.67,43.25,1.27
3166,2065,Durango,10,-3784,-3101,-6885,21063,46,11232,5836,79.17,85.74,82.31,1001330,171.00,10010,3957,-1222,-1879,1016512,17279,2017842,30302,31256,52556,162809,409063,75757,54457,27369,455451,57594,256933,31528,32547,54688,167571,412191,78334,56193,28475,450770,59870,236023,61830,63803,107244,330380,821254,154091,110650,55844,906221,117464,492956,39.86,23.31,63.18,10.44,8.56,-0.19,-0.15,-0.34,0.56,0.50,-0.06,-0.09,2.80,39.14,1.55
3167,2065,Guanajuato,11,-7412,-10341,-17753,73827,45,20601,22875,78.86,85.47,82.01,3431317,164.00,25263,7872,4662,-15003,3766548,66415,7197865,111518,114762,192848,598867,1526831,278048,199962,101714,1678156,212994,964626,114187,117315,196703,597158,1448113,279659,200271,104915,1512453,218650,781748,225705,232077,389551,1196025,2974944,557707,400233,206629,3190609,431644,1746374,39.81,24.28,64.09,10.26,9.23,-0.10,-0.14,-0.25,0.29,0.35,0.06,-0.21,2.81,39.27,1.60
3168,2065,Guerrero,12,-2590,-23597,-26187,32507,44,29101,11416,77.63,84.55,80.93,1395233,145.93,12805,4115,-16296,-7301,1546544,29917,2941777,49867,50479,84194,251000,617497,117349,83634,45923,669476,95988,389694,51706,52091,86542,249335,577174,117809,83358,47646,587650,99531,313048,101573,102570,170736,500335,1194671,235158,166992,93569,1257126,195519,702742,39.99,27.40,67.39,11.05,10.17,-0.09,-0.80,-0.89,0.99,0.44,-0.55,-0.25,2.81,40.83,1.76
3169,2065,Hidalgo,13,-17872,7620,-10252,43996,49,19052,9513,78.20,84.92,81.41,1763064,221.46,32478,3707,13426,-5806,2016719,26124,3779783,50192,52523,88727,284919,776873,130761,94557,42564,943043,92709,563520,51095,53135,89364,275752,703867,128255,92026,43734,810541,94718,446114,101287,105658,178091,560671,1480740,259016,186583,86298,1753584,187427,1009634,43.63,19.70,63.33,11.64,6.91,-0.47,0.20,-0.27,0.50,0.86,0.36,-0.15,2.69,48.96,1.29
3170,2065,Jalisco,14,-13777,-7025,-20802,103339,45,38319,24792,79.58,86.06,82.68,4981534,173.70,42374,13712,4055,-11080,5014995,89562,9996529,147839,152513,256686,802711,2023541,372383,268210,135727,2209849,282925,1303503,154865,160310,269956,842645,2093220,391814,282168,141321,2232315,295299,1177305,302704,312823,526642,1645356,4116761,764197,550378,277048,4442164,578224,2480808,40.75,23.46,64.21,10.34,8.96,-0.14,-0.07,-0.21,0.38,0.42,0.04,-0.11,2.75,52.03,1.62
3171,2065,México,15,-89391,-32842,-122233,202675,49,94611,17877,79.02,85.53,82.13,8050049,241.13,74427,5219,-20184,-12658,8731119,113284,16781168,212403,223621,378949,1228476,3323381,564694,409366,181557,3961700,392963,2584812,220369,231712,392211,1253356,3253040,579725,419226,188742,3688051,408165,2115489,432772,455333,771160,2481832,6576421,1144419,828592,370299,7649751,801128,4700301,46.39,19.24,65.63,12.08,6.75,-0.53,-0.20,-0.73,0.56,0.44,-0.12,-0.08,2.77,46.09,1.30
3172,2065,Michoacán,16,11889,-14355,-2466,55464,40,27799,19953,78.25,85.02,81.48,2875117,116.06,22123,11274,-5676,-8679,2977074,67353,5852191,107734,108575,181071,539760,1266437,252614,180118,103221,1252597,211089,660773,111758,112752,187890,552613,1256815,260147,185009,107044,1201258,218728,577887,219492,221327,368961,1092373,2523252,512761,365127,210265,2453855,429817,1238660,34.93,30.10,65.03,9.48,11.51,0.20,-0.25,-0.04,0.48,0.38,-0.10,-0.15,2.83,52.52,1.87
3173,2065,Morelos,17,-12734,675,-12059,25900,50,11870,5654,78.43,85.16,81.64,970613,254.14,16292,1907,4422,-3747,1031176,13166,2001789,24948,26269,44471,142534,382378,65760,47558,21318,458655,46070,317276,26178,27511,46494,146643,379251,68068,49085,22267,437139,48275,268892,51126,53780,90965,289177,761629,133828,96643,43585,895794,94345,586168,49.47,19.46,68.93,12.94,6.58,-0.64,0.03,-0.60,0.59,0.81,0.22,-0.19,2.73,42.27,1.30
3174,2065,Nayarit,18,-4763,2812,-1951,16104,46,8899,5034,79.36,85.86,82.46,755081,182.28,13917,2828,5018,-2206,796828,11341,1551909,22808,23689,39914,125467,327195,58043,41818,19855,366539,42753,201515,23353,24208,40695,125194,314790,58339,41852,20489,343146,43889,180480,46161,47897,80609,250661,641985,116382,83670,40344,709685,86642,381995,39.78,21.82,61.60,10.38,7.31,-0.31,0.18,-0.13,0.57,0.90,0.32,-0.14,2.72,57.12,1.31
3175,2065,Nuevo León,19,5006,15562,20568,81629,43,29350,9712,80.78,87.10,83.80,4527287,150.63,48054,6570,18704,-3142,4472786,86635,9000073,139877,144185,242879,764587,1896060,354317,255623,130649,1971862,269898,1067692,146469,151380,255212,806857,1985424,373903,270071,136342,2030140,282217,991735,286346,295565,498091,1571444,3881484,728220,525694,266991,4002002,552115,2059427,36.95,24.53,61.48,9.07,9.63,0.06,0.17,0.23,0.33,0.53,0.21,-0.03,2.34,60.84,1.65
3176,2065,Oaxaca,20,7260,-14931,-7671,47706,41,28521,13534,77.72,84.62,81.02,2266296,121.90,20786,6338,-7735,-7196,2499882,54966,4766178,86373,86467,143874,430956,1031293,200367,142960,82630,1070864,169613,578284,89039,88715,147090,426428,964978,200297,141922,85446,944072,175035,462105,175412,175182,290964,857384,1996271,400664,284882,168076,2014936,344648,1040389,36.22,29.71,65.93,10.01,11.53,0.15,-0.31,-0.16,0.60,0.44,-0.16,-0.15,2.80,48.50,1.89
3177,2065,Puebla,21,9555,-14670,-5115,81298,41,38736,12830,78.18,84.93,81.40,4112221,129.08,31387,5509,-7349,-7321,4397547,90853,8509768,145764,148234,248221,759904,1861532,352876,252889,136353,1922420,282378,1016516,151758,154162,257816,776134,1822951,362886,259232,141767,1785717,293782,823545,297522,302396,506037,1536038,3684483,715762,512121,278120,3708137,576160,1840061,35.09,27.18,62.27,9.55,10.68,0.11,-0.17,-0.06,0.46,0.37,-0.09,-0.09,2.82,49.63,1.74
3178,2065,Querétaro,22,-12909,12256,-653,38175,48,18742,7308,79.65,86.14,82.75,1760259,230.19,36007,2299,17265,-5009,1850752,25266,3611011,44652,47324,80412,267312,736626,122099,89011,38579,861971,82794,517982,46234,49062,83362,276323,741847,126547,92247,40010,836927,85814,436046,90886,96386,163774,543635,1478473,248646,181258,78589,1698898,168608,954028,42.54,18.48,61.02,10.57,7.00,-0.36,0.34,-0.02,0.52,1.00,0.48,-0.14,2.81,57.19,1.34
3179,2065,Quintana Roo,23,-5616,5087,-529,27049,45,25835,2416,79.56,86.00,82.64,1429477,188.04,32621,717,6786,-1699,1464444,21433,2893921,38550,40691,69098,229438,621893,104914,76507,34006,693251,72374,364460,40233,42600,72393,240865,639810,110268,80475,35433,687433,75437,316390,78783,83291,141491,470303,1261703,215182,156982,69439,1380684,147811,680850,36.78,19.56,56.34,9.35,7.41,-0.19,0.18,-0.02,0.89,1.13,0.23,-0.06,2.62,44.66,1.30
3180,2065,San Luis Potosí,24,-1032,-4847,-5879,33881,44,16223,9259,79.09,85.69,82.24,1583927,154.68,15855,4780,-368,-4479,1717365,32849,3301292,53323,54118,90498,277784,693692,128576,92196,49525,750204,103090,434905,54656,55334,92292,275803,657908,128845,91887,51022,682903,105784,363516,107979,109452,182790,553587,1351600,257421,184083,100547,1433107,208874,798421,40.19,25.98,66.17,10.26,9.95,-0.03,-0.15,-0.18,0.49,0.48,-0.01,-0.14,2.76,39.08,1.71
3181,2065,Sinaloa,25,-14296,-1771,-16067,36738,48,17703,6933,79.64,86.08,82.72,1585653,228.75,18878,3987,1175,-2946,1634375,22442,3220028,41781,44119,74791,240646,640566,111019,80347,35384,745799,76809,460266,43355,45759,77479,246481,640526,114230,82510,36789,729303,79768,414937,85136,89878,152270,487127,1281092,225249,162857,72173,1475102,156577,875203,44.60,19.50,64.10,11.41,6.97,-0.44,-0.05,-0.50,0.55,0.59,0.04,-0.09,2.72,49.30,1.32
