"территория","год","цск.чн.горсел.мж","цск.чн.горсел.м","цск.чн.горсел.ж","цск.чн.гор.мж","цск.чн.гор.м","цск.чн.гор.ж","цск.чн.сел.мж","цск.чн.сел.м","цск.чн.сел.ж","угви.чн.горсел.мж","угви.чн.горсел.м","угви.чн.горсел.ж","угви.чн.гор.мж","угви.чн.гор.м","угви.чн.гор.ж","угви.чн.сел.мж","угви.чн.сел.м","угви.чн.сел.ж","угви.чр.горсел.мж","угви.чр.горсел.м","угви.чр.горсел.ж","угви.чр.гор.мж","угви.чр.гор.м","угви.чр.гор.ж","угви.чр.сел.мж","угви.чр.сел.м","угви.чр.сел.ж","угви.чс.горсел.мж","угви.чс.горсел.м","угви.чс.горсел.ж","угви.чс.гор.мж","угви.чс.гор.м","угви.чс.гор.ж","угви.чс.сел.мж","угви.чс.сел.м","угви.чс.сел.ж","мигр","стаб"
"Псковская","1905","1263800","610600","653200","81000","40800","40200","1182800","569800","613000","1260498","","","78877","39512","39365","1181621","573157","608464","48764","","","3818","1994","1824","44946","23549","21397","38315","","","3128","1705","1423","35187","18265","16922","-286",""
"Псковская","1906","1275300","616200","659100","81800","41100","40700","1193500","575100","618400","1272773","","","79393","39695","39698","1193380","578441","614939","55197","","","3945","2007","1938","51252","26494","24758","35463","","","2863","1562","1301","32600","17050","15550","-1052",""
"Псковская","1907","1294800","626000","668800","82600","41400","41200","1212200","584600","627600","1305764","","","93732","46550","47182","1212032","587885","624147","56886","","","3659","1832","1827","53227","27461","25766","32525","","","2879","1510","1369","29646","15572","14074","-4252",""
"Псковская","1908","1317600","637300","680300","84100","42000","42100","1233500","595300","638200","1330125","","","94512","46872","47640","1235613","599774","635839","54238","","","3846","1992","1854","50392","25812","24580","35967","","","3021","1646","1375","32946","17238","15708","-4568",""
"Псковская","1909","1336200","646500","689700","85100","42500","42600","1251100","604000","647100","1349225","","","96166","47127","49039","1253059","608348","644711","57028","","","4467","2257","2210","52561","27199","25362","35876","","","3609","1990","1619","32267","17052","15215","-2968",""
"Псковская","1910","1354800","655800","699000","86000","43000","43000","1268800","612800","656000","1370377","","","97024","47394","49630","1273353","618495","654858","56471","","","3050","1580","1470","53421","27410","26011","37026","","","2356","1299","1057","34670","18363","16307","-1435",""
"Псковская","1911","1373300","664900","708400","86800","43400","43400","1286500","621500","665000","1389823","","","97718","47675","50043","1292105","627542","664563","56077","","","3385","1812","1573","52692","26821","25871","33242","","","2458","1391","1067","30784","16210","14574","-1065",""
"Псковская","1912","1390000","673500","716500","87800","43900","43900","1302200","629600","672600","1422758","","","98545","48091","50454","1324213","638153","686060","56980","","","3386","1808","1578","53594","27475","26119","34735","","","2467","1404","1063","32268","17045","15223","-914",""
"Псковская","1913","1406500","682000","724500","88700","44300","44400","1317800","637700","680100","1430998","","","85459","41931","43528","1345539","648583","696956","55386","","","3034","1576","1458","52352","26651","25701","36783","","","2613","1459","1154","34170","18123","16047","-707",""
"Псковская","1914","1425100","691200","733900","92100","45600","46500","1333000","645600","687400","1449601","","","85880","41748","44132","1363721","657111","706610","56682","","","3132","1626","1506","53550","27571","25979","34852","","","2642","1443","1199","32210","17031","15179","-487",""
"Радомская","1896","","","","","","","","","","874393","","","","","","","","","36340","","","","","","","","","19805","","","","","","","","","-421",""
"Радомская","1897","","","","","","","","","","860448","","","","","","","","","36741","","","","","","","","","20136","","","","","","","","","-160",""
"Радомская","1898","","","","","","","","","","907766","","","","","","","","","38317","","","","","","","","","20040","","","","","","","","","-280",""
"Радомская","1899","","","","","","","","","","948662","","","","","","","","","37870","","","","","","","","","20113","","","","","","","","","-708",""
"Радомская","1900","","","","","","","","","","979491","","","","","","","","","38003","","","","","","","","","20083","","","","","","","","","-892",""
"Радомская","1901","","","","","","","","","","1003966","","","","","","","","","37806","","","","","","","","","21658","","","","","","","","","-917",""
"Радомская","1902","","","","","","","","","","1043756","","","","","","","","","41476","","","1504","732","772","39972","20233","19739","21832","","","1038","508","530","20794","10291","10503","-1210",""
"Радомская","1903","","","","","","","","","","1052769","","","72674","36196","36478","980095","493257","486838","40991","","","2846","1324","1522","38145","18855","19290","22783","","","2129","964","1165","20654","10222","10432","-1719",""
"Радомская","1904","902600","454000","448600","103600","53000","50600","799000","401000","398000","1073619","","","71038","34540","36498","1002581","492241","510340","36709","","","2846","1324","1522","33863","16013","17850","23220","","","2238","1064","1174","20982","10342","10640","-2247",""
"Радомская","1905","917200","461200","456000","103900","53100","50800","813300","408100","405200","1056856","","","73493","35300","38193","983363","481123","502240","38725","","","3279","1639","1640","35446","17772","17674","23288","","","2334","1147","1187","20954","10620","10334","-3593",""
"Радомская","1906","932800","468900","463900","105300","53900","51400","827500","415000","412500","1004335","","","97743","48966","48777","906592","452581","454011","38885","","","3457","1752","1705","35428","17841","17587","22716","","","2276","1091","1185","20440","10062","10378","-5551",""
"Радомская","1907","950300","477900","472400","102000","52500","49500","848300","425400","422900","1020585","","","78993","39351","39642","941592","470581","471011","40535","","","4240","2104","2136","36295","18397","17898","21557","","","2368","1147","1221","19189","9282","9907","-2659",""
"Радомская","1908","975300","491000","484300","103700","53500","50200","871600","437500","434100","1095195","","","83198","41427","41771","1011997","509151","502846","39506","","","4219","2128","2091","35287","17886","17401","22513","","","3353","1781","1572","19160","9993","9167","-1504",""
"Радомская","1909","994600","500800","493800","105500","54300","51200","889100","446500","442600","1116932","","","85192","42418","42774","1031740","517646","514094","42303","","","4322","2085","2237","37981","19176","18805","23836","","","2466","1167","1299","21370","10749","10621","-1798",""
"Радомская","1910","1080800","543700","537100","120300","61600","58700","960500","482100","478400","1137801","","","88089","43734","44355","1049712","528327","521385","42346","","","4251","2112","2139","38095","19447","18648","23338","","","2566","1225","1341","20772","10519","10253","-2355",""
"Радомская","1911","1112200","560100","552100","126600","65100","61500","985600","495000","490600","1220439","","","93808","46911","46897","1126631","566541","560090","41126","","","3970","2002","1968","37156","19047","18109","24655","","","2507","1432","1075","22148","11334","10814","-1775",""
"Радомская","1912","1134800","571200","563600","131900","67600","64300","1002900","503600","499300","1244205","","","97812","48814","48998","1146393","576365","570028","42652","","","3671","1969","1702","38981","19973","19008","23729","","","2313","1204","1109","21416","11079","10337","-2769",""
"Радомская","1913","1155900","581700","574200","136900","70100","66800","1019000","511600","507400","1269747","","","102457","50256","52201","1167290","587124","580166","41765","","","3575","1860","1715","38190","19588","18602","23030","","","2288","1199","1089","20742","10704","10038","-3380",""
"Радомская","1914","1180200","593300","586900","145700","74100","71600","1034500","519200","515300","1288189","","","105125","52163","52962","1183064","595465","587599","","","","","","","","","","","","","","","","","","","-1704",""
"Ростовское и./Д град.","1914","","","","","","","","","","","","","","","","","","","6808","","","6808","3529","3279","0","0","0","4343","","","4343","2360","1983","0","0","0","0",""
"Рязанская","1896","","","","","","","","","","1983222","","","","","","","","","100592","","","","","","","","","65640","","","","","","","","","-2456",""
"Рязанская","1897","","","","","","","","","","1927537","","","","","","","","","99573","","","","","","","","","69880","","","","","","","","","-733",""
"Рязанская","1898","","","","","","","","","","1954955","","","","","","","","","96158","","","","","","","","","48778","","","","","","","","","-5127",""
"Рязанская","1899","","","","","","","","","","1966335","","","","","","","","","98219","","","","","","","","","61716","","","","","","","","","-4198",""
"Рязанская","1900","","","","","","","","","","2002830","","","","","","","","","101371","","","","","","","","","63412","","","","","","","","","-682",""
"Рязанская","1901","","","","","","","","","","2040789","","","","","","","","","105426","","","","","","","","","73607","","","","","","","","","-272",""
"Рязанская","1902","","","","","","","","","","2072608","","","","","","","","","105127","","","6503","3345","3158","98624","49891","48733","66751","","","4993","2568","2425","61758","31602","30156","-324",""
"Рязанская","1903","","","","","","","","","","2210984","","","131015","69616","61399","2079969","1031662","1048307","108504","","","6720","3357","3363","101784","51762","50022","66385","","","4996","2644","2352","61389","31415","29974","-353",""
"Рязанская","1904","2032400","959300","1073100","177400","91300","86100","1855000","868000","987000","2253028","","","132764","70348","62416","2120264","1052009","1068255","108494","","","6320","3195","3125","102174","52193","49981","66315","","","4740","2527","2213","61575","31468","30107","-143",""
"Рязанская","1905","2074600","980800","1093800","178900","91900","87000","1895700","888900","1006800","2295282","","","134319","70997","63322","2160963","1072734","1088229","99545","","","6113","3153","2960","93432","47759","45673","73196","","","5212","2784","2428","67984","34713","33271","-237",""
"Рязанская","1906","2100900","994200","1106700","179600","92100","87500","1921300","902100","1019200","2321631","","","135220","71366","63854","2186411","1085780","1100631","106533","","","6322","3245","3077","100211","51005","49206","67831","","","5067","2784","2283","62764","32478","30286","-2597",""
"Рязанская","1907","2139200","1013100","1126100","180600","92500","88100","1958600","920600","1038000","2361053","","","136475","71016","65459","2224578","1029825","1194753","111011","","","6717","3381","3336","104294","53348","50946","67181","","","5337","2785","2552","61844","31895","29949","-8455",""
"Рязанская","1908","2192300","1041200","1151100","183300","93200","90100","2009000","948000","1061000","2404163","","","137855","72423","65432","2266308","1125760","1140548","107118","","","6676","3450","3226","100442","51450","48992","63238","","","5065","2723","2342","58173","30474","27699","-4283",""
"Рязанская","1909","2306600","1102500","1204100","185800","94400","91400","2120800","1008100","1112700","2448043","","","139466","73150","66316","2308577","1146736","1161841","109155","","","6721","3448","3273","102434","52403","50031","74619","","","5753","3139","2614","68866","35693","33173","-6442",""
"Рязанская","1910","2408400","1157800","1250600","188300","95600","92700","2220100","1062200","1157900","2482579","","","140434","73459","66975","2342145","1163446","1178699","109171","","","6820","3476","3344","102351","52143","50208","70814","","","5204","2850","2354","65610","34145","31465","-1329",""
"Рязанская","1911","2510200","1212500","1297700","190800","96800","94000","2319400","1115700","1203700","2520936","","","142050","74085","67965","2378886","1181444","1197442","109015","","","5692","2906","2786","103323","52746","50577","58449","","","4214","2307","1907","54235","28399","25836","-496",""
"Рязанская","1912","2607500","1264400","1343100","193400","98100","95300","2414100","1166300","1247800","2570427","","","142501","73773","68728","2427926","1205807","1222119","106229","","","5517","2854","2663","100712","51651","49061","59079","","","4305","2332","1973","54774","29186","25588","-2185",""
"Рязанская","1913","2694800","1310900","1383900","195700","99300","96400","2499100","1211600","1287500","2617577","","","143713","74295","69418","2473864","1228272","1245592","102951","","","5610","2891","2719","97341","49850","47491","66643","","","4414","2430","1984","62229","32660","29569","-2751",""
"Рязанская","1914","2773900","1352800","1421100","200000","101500","98500","2573900","1251300","1322600","2653885","","","144909","74756","70153","2508976","1245462","1263514","102666","","","5731","2852","2879","96935","49555","47380","62717","","","4455","2415","2040","58262","30546","27716","-2974",""
"Самаркандская обл.","1896","","","","","","","","","","783678","","","","","","","","","6038","","","","","","","","","9172","","","","","","","","","-10",""
"Самаркандская обл.","1897","","","","","","","","","","844372","","","","","","","","","6242","","","","","","","","","7498","","","","","","","","","-1",""
"Самаркандская обл.","1898","","","","","","","","","","864687","","","","","","","","","6857","","","","","","","","","6498","","","","","","","","","-3",""
"Самаркандская обл.","1899","","","","","","","","","","889609","","","","","","","","","5461","","","","","","","","","5822","","","","","","","","","-18",""
"Самаркандская обл.","1900","","","","","","","","","","907715","","","","","","","","","5713","","","","","","","","","6211","","","","","","","","","-25",""
"Самаркандская обл.","1901","","","","","","","","","","916943","","","","","","","","","2828","","","","","","","","","2694","","","","","","","","","-22",""
"Самаркандская обл.","1902","","","","","","","","","","930626","","","","","","","","","","","","","","","","","","","","","","","","","","","-28",""
"Самаркандская обл.","1903","","","","","","","","","","868943","","","117241","","","751702","","","","","","","","","","","","","","","","","","","","","-48",""
"Самаркандская обл.","1904","982500","541600","440900","155500","86600","68900","827000","455000","372000","986554","","","129920","74168","55752","856634","470505","386129","","","","","","","","","","","","","","","","","","","-72",""
"Самаркандская обл.","1905","1002200","552800","449400","159000","88500","70500","843200","464300","378900","986554","","","135313","","","851241","","","","","","","","","","","","","","","","","","","","","-109",""
"Самаркандская обл.","1906","1090400","602400","488000","164200","92400","71800","926200","510000","416200","1006284","","","132518","75651","56867","873766","480014","393752","","","","","","","","","","","","","","","","","","","-151",""
"Самаркандская обл.","1907","1109900","612900","497000","167100","94000","73100","942800","518900","423900","1026831","","","135473","","","891358","","","","","","","","","","","","","","","","","","","","","-78",""
"Самаркандская обл.","1908","1132800","625200","507600","170900","96100","74800","961900","529100","432800","1026891","","","135473","","","891418","","","","","","","","","","","","","","","","","","","","","-43",""
"Самаркандская обл.","1909","1154800","636100","518700","174800","98000","76800","980000","538100","441900","879745","","","141761","73213","68548","737984","396244","341740","","","","","","","","","","","","","","","","","","","-35",""
"Самаркандская обл.","1910","1169900","643700","526200","186600","103900","82700","983300","539800","443500","879745","","","141761","73213","68548","737984","396244","341740","","","","","","","","","","","","","","","","","","","-54",""
"Самаркандская обл.","1911","1183600","650100","533500","193400","107200","86200","990200","542900","447300","1169900","","","186600","103900","82700","983300","539800","443500","","","","","","","","","","","","","","","","","","","-46",""
"Самаркандская обл.","1912","1187000","651500","535500","200900","110900","90000","986100","540600","445500","1183600","","","193400","107200","86200","990200","542900","447300","","","","","","","","","","","","","","","","","","","-57",""
"Самаркандская обл.","1913","1194000","654700","539300","206400","113400","93000","987600","541300","446300","1187000","","","200900","110900","90000","986100","540600","445500","","","","","","","","","","","","","","","","","","","-72",""
"Самаркандская обл.","1914","1198000","656700","541300","208500","114600","93900","989500","542100","447400","1194000","","","206400","113400","93000","987600","541300","446300","","","","","","","","","","","","","","","","","","","-53",""
"Самарская","1896","","","","","","","","","","2739528","","","","","","","","","166929","","","","","","","","","109422","","","","","","","","","-3529",""
"Самарская","1897","","","","","","","","","","2761851","","","","","","","","","170466","","","","","","","","","106817","","","","","","","","","-808",""
"Самарская","1898","","","","","","","","","","2822245","","","","","","","","","165242","","","","","","","","","121592","","","","","","","","","-15461",""
"Самарская","1899","","","","","","","","","","2905305","","","","","","","","","155684","","","","","","","","","113235","","","","","","","","","-19103",""
"Самарская","1900","","","","","","","","","","2947754","","","","","","","","","173695","","","","","","","","","105585","","","","","","","","","2151",""
"Самарская","1901","","","","","","","","","","3015836","","","","","","","","","182725","","","","","","","","","123827","","","","","","","","","190",""
"Самарская","1902","","","","","","","","","","3074767","","","","","","","","","172529","","","9993","5073","4920","162536","82994","79542","122486","","","8506","4746","3760","113980","58378","55602","-1648",""
"Самарская","1903","","","","","","","","","","3074767","","","175098","86162","88936","2899669","1434237","1465432","185939","","","9806","4994","4812","176133","90354","85779","104614","","","8177","4065","4112","96437","49876","46561","-2168",""
"Самарская","1904","3157600","1557400","1600200","169600","83400","86200","2988000","1474000","1514000","3091263","","","171096","83592","87504","2920167","1444113","1476054","182949","","","10007","5052","4955","172942","88350","84592","133766","","","8947","4831","4116","124819","64306","60513","-263",""
"Самарская","1905","3206800","1581700","1625100","170700","83700","87000","3036100","1498000","1538100","3172588","","","172725","84521","88204","2999863","1484591","1515272","189063","","","10348","5209","5139","178715","91191","87524","119497","","","8515","4795","3720","110982","57434","53548","-263",""
"Самарская","1906","3276500","1615900","1660600","172800","84100","88700","3103700","1531800","1571900","3252480","","","173785","84742","89043","3078695","1539971","1538724","193639","","","10730","5940","4790","182909","93646","89263","110690","","","9742","5353","4389","100948","52518","48430","-17377",""
"Самарская","1907","3359700","1657600","1702100","174100","84700","89400","3185600","1572900","1612700","3359738","","","169760","82868","86892","3189978","1574405","1615573","178416","","","11633","5878","5755","166783","85884","80899","124110","","","10536","5713","4823","113574","57666","55908","-11687",""
"Самарская","1908","3428200","1691000","1737200","176200","85600","90600","3252000","1605400","1646600","3414042","","","170857","83033","87824","3243185","1602621","1640564","190561","","","11321","5846","5475","179240","91250","87990","125029","","","9787","5333","4454","115242","59439","55803","-30838",""
"Самарская","1909","3487900","1721100","1766800","178100","86600","91500","3309800","1634500","1675300","3466475","","","172391","83546","88845","3294084","1614101","1679983","192804","","","10825","5566","5259","181979","93113","88866","137334","","","10513","5709","4804","126821","64793","62028","-7226",""
"Самарская","1910","3544500","1751100","1793400","182500","89000","93500","3362000","1662100","1699900","3535186","","","172703","83403","89300","3362483","1662734","1699749","206526","","","12177","6040","6137","194349","99013","95336","162739","","","12044","6602","5442","150695","77179","73516","14911",""
"Самарская","1911","3600900","1780800","1820100","186800","91400","95400","3414100","1689400","1724700","3578973","","","172836","82841","89995","3406137","1684568","1721569","208799","","","12280","6292","5988","196519","100607","95912","138353","","","10541","5734","4807","127812","65717","62095","6158",""
"Самарская","1912","3658900","1811300","1847600","191700","93800","97900","3467200","1717500","1749700","3649419","","","174575","83399","91176","3474844","1719458","1755386","197358","","","12429","6233","6196","184929","94615","90314","131263","","","10255","5607","4648","121008","62602","58406","-8860",""
"Самарская","1913","3710100","1838100","1872000","195600","95800","99800","3514500","1742300","1772200","3715514","","","176749","84025","92724","3538765","1751471","1787294","209153","","","12327","6220","6107","196826","100079","96747","117771","","","9463","5249","4214","108308","55991","52317","-7443",""
"Самарская","1914","3800800","1883100","1917700","242200","117600","124600","3558600","1765500","1793100","3805896","","","179613","84996","94617","3626283","1795559","1830724","213739","","","13441","6801","6640","200298","102412","97886","125052","","","10738","5934","4804","114314","59686","54628","-9441",""
"Санкт-Петербургская","1896","","","","","","","","","","833544","","","","","","","","","30590","","","","","","","","","24137","","","","","","","","","1508",""
"Санкт-Петербургская","1897","","","","","","","","","","837488","","","","","","","","","30238","","","","","","","","","23940","","","","","","","","","3378",""
"Санкт-Петербургская","1898","","","","","","","","","","851370","","","","","","","","","31211","","","","","","","","","24240","","","","","","","","","3232",""
"Санкт-Петербургская","1899","","","","","","","","","","868341","","","","","","","","","31620","","","","","","","","","22198","","","","","","","","","3783",""
"Санкт-Петербургская","1900","","","","","","","","","","882161","","","","","","","","","32624","","","","","","","","","25204","","","","","","","","","2554",""
"Санкт-Петербургская","1901","","","","","","","","","","895395","","","","","","","","","32715","","","","","","","","","24324","","","","","","","","","3382",""
"Санкт-Петербургская","1902","","","","","","","","","","916283","","","","","","","","","29919","","","2605","1341","1264","27314","14031","13283","24343","","","1764","892","872","22579","11994","10585","1845",""
"Санкт-Петербургская","1903","","","","","","","","","","742648","","","","","","742648","356689","385959","36012","","","7048","3615","3433","28964","14901","14063","23940","","","4616","2574","2042","19324","10305","9019","2128",""
"Санкт-Петербургская","1904","","","","","","","","","","791933","","","42498","","","749435","384225","365210","41023","","","12481","6401","6080","28542","17126","11416","29250","","","9334","5139","4195","19916","11940","7976","1320",""
"Санкт-Петербургская","1905","","","","","","","","","","986641","","","318297","173617","144680","668344","362071","306273","37411","","","10249","","","27162","","","32245","","","9675","","","22570","","","727",""
"Санкт-Петербургская","1906","","","","","","","","","","1100240","","","299157","172716","126441","801083","410928","390155","41602","","","10492","5393","5099","31110","15905","15205","33454","","","9130","5104","4026","24324","12986","11338","680",""
"Санкт-Петербургская","1907","","","","","","","","","","1156327","","","316891","179572","137319","839436","451244","388192","43915","","","15734","8127","7607","28181","14453","13728","33095","","","12253","6820","5433","20842","10823","10019","495",""
"Санкт-Петербургская","1908","","","","","","","","","","1213503","","","418094","260397","157697","795409","404678","390731","40475","","","13857","7190","6667","26618","13705","12913","35271","","","13333","7625","5708","21938","11238","10700","2188",""
"Санкт-Петербургская","1909","","","","","","","","","","1263576","","","457835","263247","194588","805741","406286","399455","42746","","","14841","7541","7300","27905","14541","13364","33407","","","13234","7381","5853","20173","10856","9317","3267",""
"Санкт-Петербургская","1910","","","","","","","","","","1303193","","","444414","244786","199628","858779","427784","430995","43895","","","16741","8472","8269","27154","13873","13281","34586","","","14421","8035","6386","20165","10735","9430","-1102",""
"Санкт-Петербургская","1911","","","","","","","","","","1385268","","","499829","274905","224924","885439","447950","437489","47023","","","18798","9597","9201","28225","14480","13745","31496","","","12647","7170","5477","18849","10274","8575","2337",""
"Санкт-Петербургская","1912","","","","","","","","","","1372312","","","511265","293295","217970","861047","423034","438013","44211","","","19037","9577","9460","25174","12907","12267","34166","","","14852","8374","6478","19314","10116","9198","2803",""
"Санкт-Петербургская","1913","","","","","","","","","","1325168","","","564323","313954","250369","760845","363882","396963","47671","","","17598","8990","8608","30073","15479","14594","36020","","","14542","8265","6277","21478","11708","9770","3311",""
"Санкт-Петербургская","1914","","","","","","","","","","1624685","","","581440","319964","261476","1043245","517355","525890","45336","","","15008","7752","7256","30328","15572","14756","34703","","","13728","7744","5984","20975","11234","9741","-268",""
"Саратовская","1896","","","","","","","","","","2545304","","","","","","","","","136181","","","","","","","","","97974","","","","","","","","","-3155",""
"Саратовская","1897","","","","","","","","","","2419756","","","","","","","","","141356","","","","","","","","","89104","","","","","","","","","-657",""
"Саратовская","1898","","","","","","","","","","2468128","","","","","","","","","135081","","","","","","","","","104828","","","","","","","","","-3582",""
"Саратовская","1899","","","","","","","","","","2492150","","","","","","","","","136081","","","","","","","","","98233","","","","","","","","","-7512",""
"Саратовская","1900","","","","","","","","","","2517470","","","","","","","","","148859","","","","","","","","","87222","","","","","","","","","-1522",""
"Саратовская","1901","","","","","","","","","","2566124","","","","","","","","","144421","","","","","","","","","93784","","","","","","","","","-680",""
"Саратовская","1902","","","","","","","","","","2640829","","","","","","","","","142595","","","19792","10063","9729","122803","62790","60013","100685","","","15391","8172","7219","85294","43342","41952","-1953",""
"Саратовская","1903","","","","","","","","","","2687001","","","377438","186837","190601","2309563","1139625","1169938","150958","","","19370","9833","9537","131588","67639","63949","93958","","","14408","7634","6774","79550","40781","38769","-3062",""
"Саратовская","1904","2737700","1342100","1395600","335700","166100","169600","2402000","1176000","1226000","2796542","","","423432","204989","218443","2373110","1166553","1206557","151755","","","20095","10091","10004","131660","67154","64506","95582","","","14938","7898","7040","80644","41354","39290","-1244",""
"Саратовская","1905","2812400","1380100","1432300","359500","178300","181200","2452900","1201800","1251100","2842431","","","428864","206143","222721","2413567","1188376","1225191","145929","","","18555","9517","9038","127374","64616","62758","96081","","","14864","8015","6849","81217","41943","39274","-1681",""
"Саратовская","1906","2862600","1404400","1458200","363700","180000","183700","2498900","1224400","1274500","2896115","","","440021","211117","228904","2456094","1211797","1244297","144926","","","18280","9272","9008","126646","64416","62230","87100","","","13252","7110","6142","73848","37724","36124","-10396",""
"Саратовская","1907","2920700","1433400","1487300","368700","182100","186600","2552000","1251300","1300700","2903301","","","452093","211650","240443","2451208","1216178","1235030","157026","","","21489","11009","10480","135537","68963","66574","97738","","","14549","7906","6643","83189","42815","40374","-7562",""
"Саратовская","1908","2989500","1466800","1522700","378300","186100","192200","2611200","1280700","1330500","2973036","","","469246","221268","247978","2503790","1240933","1262857","149368","","","22011","11199","10812","127357","65082","62275","96992","","","14302","7806","6496","82690","42753","39937","-18643",""
"Саратовская","1909","3061900","1503600","1558300","426400","210800","215600","2635500","1292800","1342700","3102911","","","477023","225361","251662","2625888","1306666","1319222","149123","","","21240","10753","10487","127883","65142","62741","101146","","","14972","8086","6886","86174","44071","42103","-13444",""
"Саратовская","1910","3094700","1520800","1573900","436600","216000","220600","2658100","1304800","1353300","3158816","","","493783","233587","260196","2665033","1324408","1340625","151409","","","20978","10750","10228","130431","66565","63866","114790","","","17334","9543","7791","97456","49553","47903","-322",""
"Саратовская","1911","3125400","1537200","1588200","445700","221000","224700","2679700","1316200","1363500","3201018","","","507462","242381","265081","2693556","1341090","1352466","159482","","","21281","10813","10468","138201","70257","67944","107127","","","15531","8556","6975","91596","46878","44718","-3310",""
"Саратовская","1912","3156100","1553400","1602700","455500","226000","229500","2700600","1327400","1373200","3238521","","","526025","253483","272542","2712496","1356646","1355850","152388","","","19600","10042","9558","132788","67979","64809","98760","","","14482","7848","6634","84278","43547","40731","-11121",""
"Саратовская","1913","3185400","1568600","1616800","464500","230500","234000","2720900","1338100","1382800","3285154","","","544130","263012","281118","2741024","1364007","1377017","150466","","","19002","9769","9233","131464","66847","64617","93814","","","14753","8062","6691","79061","40847","38214","-12831",""
"Саратовская","1914","3269300","1607400","1661900","518000","248800","269200","2751300","1358600","1392700","3281606","","","562689","274406","288283","2718917","1352231","1366686","156660","","","20017","10083","9934","136643","69964","66679","98378","","","14479","7848","6631","83899","43559","40340","-6876",""
"Сахалин","1896","","","","","","","","","","26421","","","","","","","","","430","","","","","","","","","430","","","","","","","","","0",""
"Сахалин","1897","","","","","","","","","","28492","","","","","","","","","521","","","","","","","","","457","","","","","","","","","1",""
"Сахалин","1898","","","","","","","","","","29482","","","","","","","","","478","","","","","","","","","508","","","","","","","","","1",""
"Сахалин","1899","","","","","","","","","","30993","","","","","","","","","455","","","","","","","","","415","","","","","","","","","0",""
"Сахалин","1900","","","","","","","","","","32329","","","","","","","","","539","","","","","","","","","554","","","","","","","","","0",""
"Сахалин","1901","","","","","","","","","","33616","","","","","","","","","586","","","","","","","","","546","","","","","","","","","0",""
"Сахалин","1902","","","","","","","","","","34361","","","","","","","","","629","","","0","0","0","629","301","328","529","","","0","0","0","529","425","104","0",""
"Сахалин","1903","","","","","","","","","","36595","","","0","0","0","36595","28114","8481","","","","0","0","0","","","","","","","0","0","0","","","","-1",""
"Сахалин","1904","34000","26000","8000","0","0","0","34000","26000","8000","36695","","","0","0","0","36695","27990","8705","","","","0","0","0","","","","","","","0","0","0","","","","-1",""
"Сахалин","1905","","","","","","","","","","36695","","","0","0","0","36695","27990","8705","","","","","","","","","","","","","","","","","","","-3",""
"Сахалин","1906","17000","11000","6000","","","","17000","11000","6000","","","","","","","","","","","","","0","0","0","","","","145","","","0","0","0","145","","","-5",""
"Сахалин","1907","17400","11300","6100","0","0","0","17400","11300","6100","5523","","","0","0","0","5523","","","","","","0","0","0","","","","","","","0","0","0","","","","-1",""
"Сахалин","1908","17900","11700","6200","0","0","0","17900","11700","6200","5150","","","0","0","0","5150","","","221","","","0","0","0","221","104","117","155","","","0","0","0","155","119","36","0",""
"Сахалин","1909","13500","9000","4500","1300","800","500","12200","8200","4000","6209","","","0","0","0","6209","4064","2145","183","","","0","0","0","183","84","99","141","","","0","0","0","141","95","46","0",""
"Сахалин","1910","13800","9200","4600","1400","900","500","12400","8300","4100","7770","","","0","0","0","7770","5094","2676","203","","","0","0","0","203","109","94","117","","","0","0","0","117","79","38","-2",""
"Сахалин","1911","14100","9300","4800","1500","900","600","12600","8400","4200","7898","","","0","0","0","7898","5161","2737","201","","","","","","201","96","105","78","","","","","","78","58","20","0",""
"Сахалин","1912","14200","9400","4800","1500","900","600","12700","8500","4200","8605","","","","","","8605","5498","3107","174","","","0","0","0","174","91","83","134","","","0","0","0","134","93","41","-3",""
"Сахалин","1913","14300","9500","4800","1500","900","600","12800","8600","4200","7796","","","0","0","0","7796","5012","2784","214","","","0","0","0","214","112","102","151","","","0","0","0","151","118","33","-1",""
"Сахалин","1914","33500","22300","11200","1500","900","600","32000","21400","10600","5593","","","0","0","0","5593","3383","2210","1230","","","504","279","225","726","413","313","699","","","300","173","127","399","248","151","0",""
"Седлецкая","1896","","","","","","","","","","800603","","","","","","","","","30441","","","","","","","","","16965","","","","","","","","","-268",""
"Седлецкая","1897","","","","","","","","","","764139","","","","","","","","","32358","","","","","","","","","19250","","","","","","","","","-52",""
"Седлецкая","1898","","","","","","","","","","792109","","","","","","","","","29220","","","","","","","","","17568","","","","","","","","","-291",""
"Седлецкая","1899","","","","","","","","","","835855","","","","","","","","","34796","","","","","","","","","20084","","","","","","","","","-487",""
"Седлецкая","1900","","","","","","","","","","864160","","","","","","","","","33645","","","","","","","","","20557","","","","","","","","","-801",""
"Седлецкая","1901","","","","","","","","","","892026","","","","","","","","","34720","","","","","","","","","20083","","","","","","","","","-766",""
"Седлецкая","1902","","","","","","","","","","917379","","","","","","","","","36096","","","3086","1621","1465","33010","16538","16472","20556","","","1324","721","603","19232","9596","9636","-1216",""
"Седлецкая","1903","","","","","","","","","","908357","","","87383","45278","42105","820974","411103","409871","36777","","","3530","1819","1711","33247","16580","16667","20669","","","1593","863","730","19076","9572","9504","-1668",""
