"территория","год","чн","чр","чс","мигр","р","с","еп","чн2","р2","с2","еп2","стаб","vr.ok"
"Сыр-Дарьинская обл.","1910","1724061","78086","57591","678","45.29","33.40","11.89","1734293","45.02","33.21","11.82","","1"
"Сыр-Дарьинская обл.","1911","1744565","79015","58275","71","45.29","33.40","11.89","1754919","45.02","33.21","11.82","","1"
"Сыр-Дарьинская обл.","1912","1765313","79954","58968","789","45.29","33.40","11.89","1775789","45.02","33.21","11.82","","1"
"Сыр-Дарьинская обл.","1913","1786307","80905","59670","2315","45.29","33.40","11.89","1796908","45.02","33.21","11.82","","1"
"Сыр-Дарьинская обл.","1914","1807551","81867","60422","1751","45.29","33.43","11.86","1818257","45.02","33.23","11.79","","1"
"Сыр-Дарьинская обл.","1915","1829005","","","121","","","","","","","","","0"
"Таврическая с Севастополем","1896","1409941","67845","33282","533","48.12","23.61","24.51","1427417","47.53","23.32","24.21","","1"
"Таврическая с Севастополем","1897","1445037","69242","32698","679","47.92","22.63","25.29","1463570","47.31","22.34","24.97","","1"
"Таврическая с Севастополем","1898","1482260","73216","37728","228","49.39","25.45","23.94","1500047","48.81","25.15","23.66","","1"
"Таврическая с Севастополем","1899","1517976","70530","37552","-345","46.46","24.74","21.72","1534235","45.97","24.48","21.49","","1"
"Таврическая с Севастополем","1900","1550609","68899","35477","-2269","44.43","22.88","21.55","1566134","43.99","22.65","21.34","","1"
"Таврическая с Севастополем","1901","1581762","67583","38231","-1901","42.73","24.17","18.56","1595448","42.36","23.96","18.40","","1"
"Таврическая с Севастополем","1902","1609213","74254","44169","-2435","46.14","27.45","18.70","1622999","45.75","27.21","18.54","","1"
"Таврическая с Севастополем","1903","1636863","74301","37475","-2806","45.39","22.89","22.50","1653859","44.93","22.66","22.27","","1"
"Таврическая с Севастополем","1904","1670972","78317","38243","-1692","46.87","22.89","23.98","1690090","46.34","22.63","23.71","","1"
"Таврическая с Севастополем","1905","1709354","77211","46210","-2244","45.17","27.03","18.14","1723693","44.79","26.81","17.99","","1"
"Таврическая с Севастополем","1906","1738111","77721","46632","-5881","44.72","26.83","17.89","1750685","44.39","26.64","17.76","","1"
"Таврическая с Севастополем","1907","1763319","85903","45363","-5778","48.72","25.73","22.99","1780643","48.24","25.48","22.77","","1"
"Таврическая с Севастополем","1908","1798081","85249","45893","-17658","47.41","25.52","21.89","1808908","47.13","25.37","21.76","","1"
"Таврическая с Севастополем","1909","1819779","87858","46645","-25095","48.28","25.63","22.65","1827826","48.07","25.52","22.55","","1"
"Таврическая с Севастополем","1910","1835897","89502","51812","-12812","48.75","28.22","20.53","1848308","48.42","28.03","20.39","","1"
"Таврическая с Севастополем","1911","1860775","86281","48021","-493","46.37","25.81","20.56","1879595","45.90","25.55","20.36","","1"
"Таврическая с Севастополем","1912","1898542","91790","46273","-2577","48.35","24.37","23.97","1919932","47.81","24.10","23.71","","1"
"Таврическая с Севастополем","1913","1941482","90883","47928","-11453","46.81","24.69","22.12","1957191","46.44","24.49","21.95","","1"
"Таврическая с Севастополем","1914","1972984","88962","51089","-14366","45.09","25.89","19.20","1984714","44.82","25.74","19.08","","1"
"Таврическая с Севастополем","1915","1996491","","","-910","","","","","","","","","0"
"Тамбовская","1896","2634770","144989","94155","-5701","55.03","35.74","19.29","2657273","54.56","35.43","19.13","","1"
"Тамбовская","1897","2679903","148253","90037","-2419","55.32","33.60","21.72","2707706","54.75","33.25","21.50","","1"
"Тамбовская","1898","2735700","139331","111021","-15372","50.93","40.58","10.35","2742164","50.81","40.49","10.32","","1"
"Тамбовская","1899","2748638","148152","86606","-14487","53.90","31.51","22.39","2772101","53.44","31.24","22.20","","1"
"Тамбовская","1900","2795697","155565","91358","-4079","55.64","32.68","22.97","2825654","55.05","32.33","22.72","","1"
"Тамбовская","1901","2855825","155877","107068","-1897","54.58","37.49","17.09","2879217","54.14","37.19","16.95","","1"
"Тамбовская","1902","2902737","156869","107858","-1756","54.04","37.16","16.88","2926301","53.61","36.86","16.75","","1"
"Тамбовская","1903","2949992","166143","100619","-2179","56.32","34.11","22.21","2981552","55.72","33.75","21.98","","1"
"Тамбовская","1904","3013337","168055","93401","-305","55.77","31.00","24.77","3050360","55.09","30.62","24.47","","1"
"Тамбовская","1905","3087686","159665","105142","-201","51.71","34.05","17.66","3114768","51.26","33.76","17.50","","1"
"Тамбовская","1906","3142008","167920","102558","-4969","53.44","32.64","20.80","3172109","52.94","32.33","20.61","","1"
"Тамбовская","1907","3202401","176976","100218","-20085","55.26","31.29","23.97","3230655","54.78","31.02","23.76","","1"
"Тамбовская","1908","3259074","173771","108504","-19572","53.32","33.29","20.03","3281868","52.95","33.06","19.89","","1"
"Тамбовская","1909","3304769","171954","114507","-20448","52.03","34.65","17.38","3323234","51.74","34.46","17.29","","1"
"Тамбовская","1910","3341768","171898","106464","1802","51.44","31.86","19.58","3375274","50.93","31.54","19.39","","1"
"Тамбовская","1911","3409004","179021","104524","224","52.51","30.66","21.85","3446229","51.95","30.33","21.62","","1"
"Тамбовская","1912","3483725","175623","105263","-7245","50.41","30.22","20.20","3515188","49.96","29.95","20.02","","1"
"Тамбовская","1913","3546840","178331","112977","-11740","50.28","31.85","18.43","3573580","49.90","31.61","18.29","","1"
"Тамбовская","1914","3600454","179478","113506","-13120","49.85","31.53","18.32","3626816","49.49","31.30","18.19","","1"
"Тамбовская","1915","3653306","","","-332","","","","","","","","","0"
"Тверская","1896","1745839","88178","66574","-198","50.51","38.13","12.37","1756520","50.20","37.90","12.30","","1"
"Тверская","1897","1767245","89815","64180","-88","50.82","36.32","14.51","1779988","50.46","36.06","14.40","","1"
"Тверская","1898","1792792","90233","65455","26","50.33","36.51","13.82","1805166","49.99","36.26","13.73","","1"
"Тверская","1899","1817596","94327","56952","-4","51.90","31.33","20.56","1836218","51.37","31.02","20.35","","1"
"Тверская","1900","1854967","92374","67275","-125","49.80","36.27","13.53","1867426","49.47","36.03","13.44","","1"
"Тверская","1901","1879941","93133","79946","-155","49.54","42.53","7.01","1886449","49.37","42.38","6.99","","1"
"Тверская","1902","1892973","103286","61400","-9","54.56","32.44","22.13","1913835","53.97","32.08","21.89","","1"
"Тверская","1903","1934850","90671","71625","-33","46.86","37.02","9.84","1944341","46.63","36.84","9.80","","1"
"Тверская","1904","1953863","103621","66189","-11","53.03","33.88","19.16","1972514","52.53","33.56","18.98","","1"
"Тверская","1905","1991284","90030","74732","-55","45.21","37.53","7.68","1998896","45.04","37.39","7.65","","1"
"Тверская","1906","2006527","97366","72894","-307","48.52","36.33","12.20","2018585","48.23","36.11","12.12","","1"
"Тверская","1907","2030692","100432","62303","-476","49.46","30.68","18.78","2049461","49.00","30.40","18.60","","1"
"Тверская","1908","2068345","87762","63150","-563","42.43","30.53","11.90","2080346","42.19","30.36","11.83","","1"
"Тверская","1909","2092394","90813","67240","-932","43.40","32.14","11.27","2103694","43.17","31.96","11.21","","1"
"Тверская","1910","2115035","92536","70300","-208","43.75","33.24","10.51","2126030","43.53","33.07","10.46","","1"
"Тверская","1911","2137063","95987","60007","-275","44.92","28.08","16.84","2154866","44.54","27.85","16.70","","1"
"Тверская","1912","2172768","92679","60853","-444","42.65","28.01","14.65","2188421","42.35","27.81","14.54","","1"
"Тверская","1913","2204150","93635","66673","26","42.48","30.25","12.23","2217617","42.22","30.07","12.16","","1"
"Тверская","1914","2231138","98337","65121","41","44.07","29.19","14.89","2247725","43.75","28.97","14.78","","1"
"Тверская","1915","2264395","","","-11","","","","","","","","","0"
"Терская обл.","1896","916102","39702","23050","56","43.34","25.16","18.18","924366","42.95","24.94","18.01","","1"
"Терская обл.","1897","932680","40420","23467","77","43.34","25.16","18.18","941094","42.95","24.94","18.01","","1"
"Терская обл.","1898","949558","41152","23892","75","43.34","25.16","18.18","958124","42.95","24.94","18.01","","1"
"Терская обл.","1899","966741","41896","24324","75","43.34","25.16","18.18","975462","42.95","24.94","18.01","","1"
"Терская обл.","1900","984235","42654","24764","86","43.34","25.16","18.18","993114","42.95","24.94","18.01","","1"
"Терская обл.","1901","1002046","43426","25212","80","43.34","25.16","18.18","1011085","42.95","24.94","18.01","","1"
"Терская обл.","1902","1020179","44212","25669","-47","43.34","25.16","18.18","1029382","42.95","24.94","18.01","","1"
"Терская обл.","1903","1038640","45012","26133","-53","43.34","25.16","18.18","1048010","42.95","24.94","18.01","","1"
"Терская обл.","1904","1057436","45827","26643","-96","43.34","25.20","18.14","1066957","42.95","24.97","17.98","","1"
"Терская обл.","1905","1076535","46656","27125","-151","43.34","25.20","18.14","1086228","42.95","24.97","17.98","","1"
"Терская обл.","1906","1095980","47500","27578","-315","43.34","25.16","18.18","1105867","42.95","24.94","18.01","","1"
"Терская обл.","1907","1115814","48360","28077","-238","43.34","25.16","18.18","1125880","42.95","24.94","18.02","","1"
"Терская обл.","1908","1136007","49235","28585","-334","43.34","25.16","18.18","1146256","42.95","24.94","18.02","","1"
"Терская обл.","1909","1156566","50126","29102","-798","43.34","25.16","18.18","1167000","42.95","24.94","18.02","","1"
"Терская обл.","1910","1177497","50075","32161","-540","42.53","27.31","15.21","1186163","42.22","27.11","15.10","*","1"
"Терская обл.","1911","1194871","49521","29300","-262","41.44","24.52","16.92","1204823","41.10","24.32","16.78","*","1"
"Терская обл.","1912","1214830","52303","29077","-504","43.05","23.94","19.12","1226156","42.66","23.71","18.94","*","1"
"Терская обл.","1913","1237552","54756","29278","-718","44.25","23.66","20.59","1249891","43.81","23.42","20.38","*","1"
"Терская обл.","1914","1262312","57348","33564","-524","45.43","26.59","18.84","1273907","45.02","26.35","18.67","*","1"
"Терская обл.","1915","1285572","","","67","","","","","","","","","0"
"Тифлисская","1896","1032807","36145","19175","79","35.00","18.57","16.43","1041252","34.71","18.42","16.30","","1"
"Тифлисская","1897","1049742","36738","19489","201","35.00","18.57","16.43","1058325","34.71","18.41","16.30","","1"
"Тифлисская","1898","1066954","37340","19809","191","35.00","18.57","16.43","1075678","34.71","18.42","16.30","","1"
"Тифлисская","1899","1084449","37953","20134","150","35.00","18.57","16.43","1093316","34.71","18.42","16.30","","1"
"Тифлисская","1900","1102231","38575","20464","75","35.00","18.57","16.43","1111243","34.71","18.42","16.30","","1"
"Тифлисская","1901","1120304","39208","20799","140","35.00","18.57","16.43","1129464","34.71","18.41","16.30","","1"
"Тифлисская","1902","1138673","39850","21140","54","35.00","18.57","16.43","1147983","34.71","18.41","16.30","","1"
"Тифлисская","1903","1157344","38992","21014","23","33.69","18.16","15.53","1166321","33.43","18.02","15.41","*","1"
"Тифлисская","1904","1175345","36086","18503","-82","30.70","15.74","14.96","1184074","30.48","15.63","14.85","*","1"
"Тифлисская","1905","1192846","43320","20934","-209","36.32","17.55","18.77","1203900","35.98","17.39","18.59","*","1"
"Тифлисская","1906","1215023","42466","20302","-354","34.95","16.71","18.24","1225896","34.64","16.56","18.08","*","1"
"Тифлисская","1907","1236833","42397","21192","-66","34.28","17.13","17.14","1247373","33.99","16.99","17.00","*","1"
"Тифлисская","1908","1257972","41648","23004","26","33.11","18.29","14.82","1267284","32.86","18.15","14.71","*","1"
"Тифлисская","1909","1276642","44648","23920","96","34.97","18.74","16.24","1287026","34.69","18.59","16.11","*","1"
"Тифлисская","1910","1297466","46848","25911","-130","36.11","19.97","16.14","1307842","35.82","19.81","16.01","*","1"
"Тифлисская","1911","1318273","44346","27557","41","33.64","20.90","12.74","1326670","33.43","20.77","12.65","*","1"
"Тифлисская","1912","1335103","52346","27199","35","39.21","20.37","18.84","1347655","38.84","20.18","18.66","*","1"
"Тифлисская","1913","1360285","49956","27175","64","36.72","19.98","16.75","1371676","36.42","19.81","16.61","*","1"
"Тифлисская","1914","1383130","50260","27903","-155","36.34","20.17","16.16","1394202","36.05","20.01","16.04","*","1"
"Тифлисская","1915","1405332","","","-58","","","","","","","","","0"
"Тобольская","1896","1374850","77430","61151","38990","56.32","44.48","11.84","1402303","55.22","43.61","11.61","","1"
"Тобольская","1897","1430119","80866","55521","14182","56.54","38.82","17.72","1449793","55.78","38.30","17.48","","1"
"Тобольская","1898","1469646","78748","58858","19608","53.58","40.05","13.53","1489308","52.88","39.52","13.36","","1"
"Тобольская","1899","1509144","86619","58549","8005","57.40","38.80","18.60","1527110","56.72","38.34","18.38","","1"
"Тобольская","1900","1545219","90163","68013","8472","58.35","44.02","14.33","1560480","57.78","43.58","14.19","","1"
"Тобольская","1901","1575841","91265","58849","4088","57.92","37.34","20.57","1594023","57.25","36.92","20.34","","1"
"Тобольская","1902","1612345","86661","71592","3776","53.75","44.40","9.35","1621749","53.44","44.14","9.29","","1"
"Тобольская","1903","1631190","91814","59005","6231","56.29","36.17","20.11","1650633","55.62","35.75","19.88","","1"
"Тобольская","1904","1670230","94172","71844","483","56.38","43.01","13.37","1681610","56.00","42.72","13.28","","1"
"Тобольская","1905","1693041","87885","57605","1181","51.91","34.02","17.88","1708723","51.43","33.71","17.72","","1"
"Тобольская","1906","1724502","96911","68444","12588","56.20","39.69","16.51","1744949","55.54","39.22","16.31","","1"
"Тобольская","1907","1765557","103035","73745","30005","58.36","41.77","16.59","1795041","57.40","41.08","16.32","","1"
"Тобольская","1908","1824852","105275","70501","26566","57.69","38.63","19.06","1855353","56.74","38.00","18.74","","1"
"Тобольская","1909","1886192","107276","80787","27238","56.87","42.83","14.04","1912930","56.08","42.23","13.85","","1"
"Тобольская","1910","1939919","115972","76270","14311","59.78","39.32","20.47","1966802","58.96","38.78","20.19","","1"
"Тобольская","1911","1993932","113628","76707","8767","56.99","38.47","18.52","2016690","56.34","38.04","18.31","","1"
"Тобольская","1912","2039620","106597","73626","7441","52.26","36.10","16.17","2059760","51.75","35.74","16.01","","1"
"Тобольская","1913","2080032","112944","82203","17947","54.30","39.52","14.78","2104282","53.67","39.06","14.61","","1"
"Тобольская","1914","2128720","117460","81952","17124","55.18","38.50","16.68","2154929","54.51","38.03","16.48","","1"
"Тобольская","1915","2181352","","","2212","","","","","","","","","0"
"Томская","1896","1817810","96783","56579","63557","53.24","31.12","22.12","1869211","51.78","30.27","21.51","","1"
"Томская","1897","1921571","101181","45206","26596","52.66","23.53","29.13","1962567","51.56","23.03","28.52","","1"
"Томская","1898","2004142","100917","55984","82186","50.35","27.93","22.42","2067050","48.82","27.08","21.74","","1"
"Томская","1899","2131261","108303","61166","90418","50.82","28.70","22.12","2199322","49.24","27.81","21.43","","1"
"Томская","1900","2268816","115444","74485","61323","50.88","32.83","18.05","2319581","49.77","32.11","17.66","","1"
"Томская","1901","2371098","114361","59084","17460","48.23","24.92","23.31","2407283","47.51","24.54","22.96","","1"
"Томская","1902","2443835","116489","64730","10950","47.67","26.49","21.18","2475057","47.07","26.15","20.91","","1"
"Томская","1903","2506544","127645","53265","23490","50.92","21.25","29.67","2555167","49.96","20.85","29.11","","1"
"Томская","1904","2604414","125384","78033","3791","48.14","29.96","18.18","2629902","47.68","29.67","18.00","","1"
"Томская","1905","2655556","111427","75613","4095","41.96","28.47","13.49","2675461","41.65","28.26","13.39","","1"
"Томская","1906","2695465","142004","85976","40638","52.68","31.90","20.79","2743514","51.76","31.34","20.42","","1"
"Томская","1907","2792131","144603","84351","199927","51.79","30.21","21.58","2920290","49.52","28.88","20.63","","1"
"Томская","1908","3052311","166386","103902","319653","54.51","34.04","20.47","3239624","51.36","32.07","19.29","","1"
"Томская","1909","3434448","206047","123902","252379","59.99","36.08","23.92","3599119","57.25","34.43","22.82","","1"
"Томская","1910","3768972","210011","119943","41607","55.72","31.82","23.90","3834433","54.77","31.28","23.49","","1"
"Томская","1911","3900647","208286","122808","28184","53.40","31.48","21.91","3957206","52.63","31.03","21.60","","1"
"Томская","1912","4014309","218446","131170","71847","54.42","32.68","21.74","4093355","53.37","32.04","21.32","","1"
"Томская","1913","4173432","224273","136895","67696","53.74","32.80","20.94","4250498","52.76","32.21","20.56","","1"
"Томская","1914","4328506","226727","135324","59020","52.38","31.26","21.12","4403289","51.49","30.73","20.76","","1"
"Томская","1915","4478929","","","5117","","","","","","","","","0"
"Тульская","1896","1395741","83351","57411","-4440","59.72","41.13","18.59","1406464","59.26","40.82","18.44","","1"
"Тульская","1897","1417241","88917","57763","-1211","62.74","40.76","21.98","1432160","62.09","40.33","21.75","","1"
"Тульская","1898","1447184","77661","62414","-5932","53.66","43.13","10.54","1451837","53.49","42.99","10.50","","1"
"Тульская","1899","1456499","81435","59685","-3221","55.91","40.98","14.93","1465744","55.56","40.72","14.84","","1"
"Тульская","1900","1475028","84821","64206","-799","57.50","43.53","13.98","1484914","57.12","43.24","13.88","","1"
"Тульская","1901","1494844","84326","58276","-217","56.41","38.98","17.43","1507724","55.93","38.65","17.28","","1"
"Тульская","1902","1520677","90698","57024","-205","59.64","37.50","22.14","1537351","59.00","37.09","21.90","","1"
"Тульская","1903","1554146","86241","59658","-257","55.49","38.39","17.10","1567272","55.03","38.06","16.96","","1"
"Тульская","1904","1580472","90232","58132","-107","57.09","36.78","20.31","1596415","56.52","36.41","20.11","","1"
"Тульская","1905","1612465","80230","69509","-251","49.76","43.11","6.65","1617694","49.60","42.97","6.63","","1"
"Тульская","1906","1622935","87213","62429","-854","53.74","38.47","15.27","1634871","53.35","38.19","15.16","","1"
"Тульская","1907","1646866","89289","56470","-4703","54.22","34.29","19.93","1660884","53.76","34.00","19.76","","1"
"Тульская","1908","1674982","85449","56974","-2821","51.01","34.01","17.00","1687777","50.63","33.76","16.87","","1"
"Тульская","1909","1700636","89772","65042","-2346","52.79","38.25","14.54","1711804","52.44","38.00","14.45","","1"
"Тульская","1910","1723020","87972","63058","-1043","51.06","36.60","14.46","1734928","50.71","36.35","14.36","","1"
"Тульская","1911","1746891","87262","51425","-623","49.95","29.44","20.51","1764439","49.46","29.15","20.31","","1"
"Тульская","1912","1782105","87121","57270","-890","48.89","32.14","16.75","1796547","48.49","31.88","16.62","","1"
"Тульская","1913","1811066","82601","61771","-1691","45.61","34.11","11.50","1820619","45.37","33.93","11.44","","1"
"Тульская","1914","1830205","83983","60549","-2446","45.89","33.08","12.80","1840679","45.63","32.89","12.73","","1"
"Тульская","1915","1851193","","","-326","","","","","","","","","0"
"Тургайская обл.","1896","447935","10680","5591","52","23.84","12.48","11.36","450501","23.71","12.41","11.30","","0"
"Тургайская обл.","1897","453076","10607","6325","320","23.41","13.96","9.45","455373","23.29","13.89","9.40","","0"
"Тургайская обл.","1898","457678","13659","9179","1219","29.84","20.06","9.79","460522","29.66","19.93","9.73","","0"
"Тургайская обл.","1899","463377","15022","9110","3479","32.42","19.66","12.76","468057","32.09","19.46","12.63","","0"
"Тургайская обл.","1900","472768","15268","8788","3134","32.29","18.59","13.71","477559","31.97","18.40","13.57","","0"
"Тургайская обл.","1901","482382","16143","9457","3061","33.47","19.60","13.86","487239","33.13","19.41","13.72","","0"
"Тургайская обл.","1902","492129","18599","11639","6549","37.79","23.65","14.14","498853","37.28","23.33","13.95","","0"
"Тургайская обл.","1903","505638","19893","11819","7974","39.34","23.37","15.97","513620","38.73","23.01","15.72","","0"
"Тургайская обл.","1904","521686","20086","12158","15141","38.50","23.31","15.20","533137","37.68","22.80","14.87","","0"
"Тургайская обл.","1905","544755","20627","11658","7586","37.86","21.40","16.46","552991","37.30","21.08","16.22","","0"
"Тургайская обл.","1906","561310","20049","12399","14822","35.72","22.09","13.63","572472","35.02","21.66","13.36","","0"
"Тургайская обл.","1907","583782","22654","13839","8957","38.81","23.71","15.10","592630","38.23","23.35","14.87","","0"
"Тургайская обл.","1908","601566","26910","16508","34377","44.73","27.44","17.29","623688","43.15","26.47","16.68","","0"
"Тургайская обл.","1909","646345","28162","17616","31975","43.57","27.25","16.32","667380","42.20","26.40","15.80","","0"
"Тургайская обл.","1910","688866","29382","20590","21811","42.65","29.89","12.76","704057","41.73","29.24","12.49","","0"
"Тургайская обл.","1911","719469","35773","22009","-6249","49.72","30.59","19.13","723220","49.46","30.43","19.03","*","0"
"Тургайская обл.","1912","726984","41760","19811","840","57.44","27.25","30.19","738320","56.56","26.83","29.73","*","0"
"Тургайская обл.","1913","749773","39620","23407","16828","52.84","31.22","21.62","766175","51.71","30.55","21.16","*","0"
"Тургайская обл.","1914","782814","40446","25152","23481","51.67","32.13","19.54","802045","50.43","31.36","19.07","*","0"
"Тургайская обл.","1915","821589","","","2402","","","","","","","","","0"
"Уральская обл.","1896","634547","21352","11561","2","33.65","18.22","15.43","639431","33.39","18.08","15.31","","0"
"Уральская обл.","1897","644340","20495","9941","4","31.81","15.43","16.38","649605","31.55","15.30","16.25","","0"
"Уральская обл.","1898","654898","23099","12309","4","35.27","18.80","16.48","660280","34.98","18.64","16.34","","0"
"Уральская обл.","1899","665692","22340","16225","-10","33.56","24.37","9.19","668740","33.41","24.26","9.14","","0"
"Уральская обл.","1900","671797","21272","13251","6","31.66","19.72","11.94","675803","31.48","19.61","11.87","","0"
"Уральская обл.","1901","679824","20460","10630","2","30.10","15.64","14.46","684728","29.88","15.52","14.36","","0"
"Уральская обл.","1902","689656","20148","13209","-4","29.21","19.15","10.06","693118","29.07","19.06","10.01","","0"
"Уральская обл.","1903","696591","21448","11382","-3","30.79","16.34","14.45","704802","30.43","16.15","14.28","","0"
"Уральская обл.","1904","713077","20563","15102","12","28.84","21.18","7.66","719164","28.59","21.00","7.59","","0"
"Уральская обл.","1905","725286","20005","15115","9","27.58","20.84","6.74","727776","27.49","20.77","6.72","","0"
"Уральская обл.","1906","730272","20363","12768","-5","27.88","17.48","10.40","735758","27.68","17.35","10.32","","0"
"Уральская обл.","1907","741272","19226","12144","220","25.94","16.38","9.55","749988","25.64","16.19","9.44","","0"
"Уральская обл.","1908","758772","20445","13720","5138","26.94","18.08","8.86","763861","26.77","17.96","8.80","","0"
"Уральская обл.","1909","768972","20521","13893","11882","26.69","18.07","8.62","772168","26.58","17.99","8.58","","0"
"Уральская обл.","1910","775372","23169","15223","6592","29.88","19.63","10.25","778817","29.75","19.55","10.20","","0"
"Уральская обл.","1911","782272","19759","14740","-2374","25.26","18.84","6.42","807895","24.46","18.24","6.21","","0"
"Уральская обл.","1912","834072","17811","13877","576","21.35","16.64","4.72","841898","21.16","16.48","4.67","","0"
"Уральская обл.","1913","849772","20829","14596","10495","24.51","17.18","7.33","858393","24.27","17.00","7.26","","0"
"Уральская обл.","1914","867072","21640","15048","14774","24.96","17.35","7.60","844464","25.63","17.82","7.81","","0"
"Уральская обл.","1915","822253","","","923","","","","","","","","","0"
"Уфимская","1896","2146342","117091","70311","-773","54.55","32.76","21.80","2169264","53.98","32.41","21.56","","1"
"Уфимская","1897","2192349","120155","61943","-174","54.81","28.25","26.55","2221242","54.09","27.89","26.21","","1"
"Уфимская","1898","2250387","109659","70238","-3032","48.73","31.21","17.52","2268533","48.34","30.96","17.38","","1"
"Уфимская","1899","2286776","106163","71194","-1442","46.42","31.13","15.29","2303499","46.09","30.91","15.18","","1"
"Уфимская","1900","2320303","117409","72524","-352","50.60","31.26","19.34","2342499","50.12","30.96","19.16","","1"
"Уфимская","1901","2364836","124240","67953","17","52.54","28.73","23.80","2392878","51.92","28.40","23.52","","1"
"Уфимская","1902","2421140","119300","77397","-203","49.27","31.97","17.31","2441931","48.85","31.69","17.16","","1"
"Уфимская","1903","2462840","135113","68078","2357","54.86","27.64","27.22","2497375","54.10","27.26","26.84","","1"
"Уфимская","1904","2532232","129772","100801","2398","51.25","39.81","11.44","2547884","50.93","39.56","11.37","","1"
"Уфимская","1905","2563601","139950","86668","4049","54.59","33.81","20.78","2592161","53.99","33.43","20.56","","1"
"Уфимская","1906","2620932","150556","76350","523","57.44","29.13","28.31","2658121","56.64","28.72","27.92","","1"
"Уфимская","1907","2695661","130996","78320","-2447","48.60","29.05","19.54","2720698","48.15","28.79","19.36","","1"
"Уфимская","1908","2745890","144987","79201","-2637","52.80","28.84","23.96","2777345","52.20","28.52","23.69","","1"
"Уфимская","1909","2809039","147695","93080","1043","52.58","33.14","19.44","2836777","52.06","32.81","19.25","","1"
"Уфимская","1910","2864697","161770","93145","6132","56.47","32.51","23.96","2901915","55.75","32.10","23.65","","1"
"Уфимская","1911","2939454","157318","96382","2418","53.52","32.79","20.73","2971018","52.95","32.44","20.51","","1"
"Уфимская","1912","3002808","137674","91418","-7872","45.85","30.44","15.40","3021959","45.56","30.25","15.31","","1"
"Уфимская","1913","3041192","147275","92785","-8236","48.43","30.51","17.92","3064261","48.06","30.28","17.78","","1"
"Уфимская","1914","3087446","147697","87812","-4294","47.84","28.44","19.40","3115159","47.41","28.19","19.22","","1"
"Уфимская","1915","3143037","","","-173","","","","","","","","","0"
"Ферганская обл.","1896","1542896","62549","35269","-12","40.54","22.86","17.68","1556488","40.19","22.66","17.53","","1"
"Ферганская обл.","1897","1570159","63654","35892","-1","40.54","22.86","17.68","1583991","40.19","22.66","17.53","","1"
"Ферганская обл.","1898","1597904","64779","36526","1","40.54","22.86","17.68","1611980","40.19","22.66","17.53","","1"
"Ферганская обл.","1899","1626139","65923","37172","-9","40.54","22.86","17.68","1640464","40.19","22.66","17.53","","1"
"Ферганская обл.","1900","1654873","67088","37828","-16","40.54","22.86","17.68","1669451","40.19","22.66","17.53","","1"
"Ферганская обл.","1901","1684115","68274","38497","-17","40.54","22.86","17.68","1698951","40.19","22.66","17.53","","1"
"Ферганская обл.","1902","1713873","69480","39177","-19","40.54","22.86","17.68","1728971","40.19","22.66","17.53","","1"
"Ферганская обл.","1903","1744157","70708","39869","-29","40.54","22.86","17.68","1759522","40.19","22.66","17.53","","1"
"Ферганская обл.","1904","1774976","71957","40575","-42","40.54","22.86","17.68","1790612","40.19","22.66","17.53","","1"
"Ферганская обл.","1905","1806339","73229","41292","-47","40.54","22.86","17.68","1822251","40.19","22.66","17.53","","1"
"Ферганская обл.","1906","1838256","74523","42020","-118","40.54","22.86","17.68","1854450","40.19","22.66","17.53","","1"
"Ферганская обл.","1907","1870738","75840","42763","-51","40.54","22.86","17.68","1887218","40.19","22.66","17.53","","1"
"Ферганская обл.","1908","1903794","77180","43519","414","40.54","22.86","17.68","1920565","40.19","22.66","17.53","","1"
"Ферганская обл.","1909","1937434","78543","44288","540","40.54","22.86","17.68","1954502","40.19","22.66","17.53","","1"
"Ферганская обл.","1910","1971669","79931","45070","162","40.54","22.86","17.68","1989038","40.19","22.66","17.53","","1"
"Ферганская обл.","1911","2006509","81344","45867","434","40.54","22.86","17.68","2024185","40.19","22.66","17.53","","1"
"Ферганская обл.","1912","2041964","82781","46677","466","40.54","22.86","17.68","2060195","40.18","22.66","17.52","*","1"
"Ферганская обл.","1913","2078534","84264","47513","282","40.54","22.86","17.68","2096844","40.19","22.66","17.53","","1"
"Ферганская обл.","1914","2115262","85752","48360","479","40.54","22.86","17.68","2133892","40.19","22.66","17.52","","1"
"Ферганская обл.","1915","2152632","","","51","","","","","","","","","0"
"Харьковская","1896","2439927","139291","84506","-6770","57.09","34.63","22.45","2463857","56.53","34.30","22.24","","1"
"Харьковская","1897","2487942","138849","78371","-1345","55.81","31.50","24.31","2517393","55.16","31.13","24.02","","1"
"Харьковская","1898","2547075","131744","83058","-2896","51.72","32.61","19.11","2569902","51.26","32.32","18.94","","1"
"Харьковская","1899","2592865","141869","79603","-6191","54.72","30.70","24.01","2620803","54.13","30.37","23.76","","1"
"Харьковская","1900","2648940","137277","81759","-10161","51.82","30.86","20.96","2671554","51.38","30.60","20.78","","1"
"Харьковская","1901","2694297","132275","79170","-1588","49.09","29.38","19.71","2719974","48.63","29.11","19.52","","1"
"Харьковская","1902","2745814","128316","82699","-2544","46.73","30.12","16.61","2767295","46.37","29.88","16.48","","1"
"Харьковская","1903","2788887","130799","78309","-4849","46.90","28.08","18.82","2812640","46.50","27.84","18.66","","1"
"Харьковская","1904","2836528","140725","80724","-2805","49.61","28.46","21.15","2865031","49.12","28.18","20.94","","1"
